Year,Sample,Enclosure,CB,NV,WY,UT
2013,SBFSE088/31,SE,0.297125,0.630875,0.04825,0.02375
2013,Bradley,SE,0.039,0.900125,0.03125,0.029625
2013,Buddy,SE,0.027875,0.843125,0.10125,0.027375
2013,Loa,SE,0.034,0.15675,0.016375,0.793
2013,Notch,SE,0.121375,0.810375,0.033625,0.0345
2013,OZ1738,SE,0.720375,0.219625,0.035375,0.024375
2013,OZ1743,SE,0.5405,0.40825,0.0285,0.023
2013,Pascal,SE,0.035,0.83,0.102625,0.032375
2013,Pierre,SE,0.034125,0.871125,0.06975,0.024875
2013,Ras,SE,0.052875,0.839375,0.075875,0.031625
2013,SBFSE006,SE,0.453875,0.471625,0.043375,0.03125
2013,SBFSE013,SE,0.21025,0.745125,0.028625,0.01575
2013,SBFSE027,SE,0.352375,0.202375,0.423375,0.022
2013,SBFSE035,SE,0.048375,0.564125,0.03875,0.349
2013,SBFSE040,SE,0.067875,0.853375,0.03825,0.040625
2013,SBFSE050,SE,0.05075,0.668625,0.054125,0.226625
2013,SBFSE051,SE,0.086375,0.787625,0.091625,0.034
2013,SBFSE052,SE,0.023125,0.458375,0.48825,0.030375
2013,SBFSE053,SE,0.022625,0.52825,0.417875,0.031125
2013,SBFSE082,SE,0.351875,0.308125,0.0185,0.321625
2013,SBFSE084,SE,0.026875,0.801,0.154625,0.0175
2013,SBFSE090,SE,0.05025,0.872625,0.049375,0.027375
2013,SBFSE091,SE,0.07475,0.842375,0.063875,0.018875
2013,SBFSE092,SE,0.0585,0.709875,0.20925,0.0225
2013,SBFSE336A,SE,0.398875,0.5535,0.030125,0.01725
2013,SBFSE346A,SE,0.056875,0.88075,0.02225,0.039875
2013,SBFSE349A,SE,0.373875,0.2175,0.38775,0.021
2013,SBFSE372A,SE,0.122625,0.819875,0.0355,0.022
2013,SBFSE378A,SE,0.066125,0.483625,0.433875,0.016625
2013,dead130523k,SE,0.107375,0.672,0.16275,0.05825
2013,dead130605k,SE,0.319625,0.30025,0.366625,0.013375
2013,dead0629kit,SE,0.197625,0.69375,0.03475,0.074
2013,dead140313L,LE,0.3005,0.689,0.0093,0.0008
2013,SBFLE201,LE,0.3336,0.6562,0.0098,0.0005
2013,SBFLE202,LE,0.181,0.8063,0.0116,0.0009
2013,SBFLE203,LE,0.073,0.9122,0.0127,0.0023
2013,SBFLE204,LE,0.3046,0.6805,0.0143,0.0008
2013,SBFLE205,LE,0.344,0.6396,0.0159,0.0008
2013,SBFLE206,LE,0.1247,0.8418,0.0329,0.0007
2013,SBFLE207,LE,0.0943,0.891,0.014,0.0008
2013,SBFLE208,LE,0.1202,0.8636,0.0147,0.0018
2013,SBFLE209,LE,0.3316,0.6556,0.012,0.0008
2013,SBFLE210,LE,0.0649,0.9207,0.0135,0.0008
2013,SBFLE211,LE,0.4161,0.5744,0.0087,0.0008
2013,SBFLE212,LE,0.0657,0.9174,0.016,0.0008
2013,SBFLE213,LE,0.0236,0.9538,0.0217,0.0008
2013,SBFLE214,LE,0.332,0.6465,0.0208,0.0008
2013,SBFLE215,LE,0.321,0.6676,0.0105,0.0008
2013,SBFLE216,LE,0.0108,0.4782,0.5104,0.0004
2013,SBFLE217,LE,0.0634,0.9232,0.0129,0.0004
2013,SBFLE218,LE,0.0352,0.6058,0.3572,0.002
2013,SBFLE219,LE,0.4046,0.5807,0.0135,0.0014
2013,SBFLE220,LE,0.3852,0.3954,0.2177,0.0017
2013,SBFLE221,LE,0.298,0.6881,0.0128,0.0008
2013,SBFLE222,LE,0.0265,0.5378,0.435,0.0008
2013,SBFLE223,LE,0.0544,0.463,0.482,0.0008
2013,SBFLE224,LE,0.0317,0.6115,0.3559,0.0008
2013,SBFLE225,LE,0.5314,0.4542,0.013,0.0013
2013,SBFLE226,LE,0.0168,0.5555,0.4268,0.0008
2013,SBFLE227,LE,0.5275,0.4581,0.013,0.0013
2013,SBFLE228,LE,0.0395,0.6797,0.2795,0.0015
2013,SBFLE229,LE,0.3903,0.5903,0.0189,0.0008
2013,SBFLE230,LE,0.0215,0.5439,0.4319,0.0025
2013,SBFLE231,LE,0.363,0.6284,0.0078,0.0008
2013,SBFLE232,LE,0.3315,0.6503,0.0175,0.0008
2013,SBFLE233,LE,0.0175,0.7278,0.2535,0.0008
2013,SBFLE234,LE,0.0205,0.5,0.4787,0.0008
2013,SBFLE235,LE,0.3333,0.6542,0.0117,0.0008
2013,SBFLE236,LE,0.4806,0.5051,0.0132,0.0008
2013,SBFLE237,LE,0.0491,0.9315,0.0189,0.0007
2013,SBFLE238,LE,0.0242,0.6545,0.3179,0.0033
2013,SBFLE239,LE,0.0395,0.9386,0.0209,0.0012
2013,SBFLE240,LE,0.0523,0.9328,0.0139,0.0008
2013,SBFLE241,LE,0.6032,0.3871,0.0089,0.0009
2013,SBFLE242,LE,0.0839,0.8903,0.0254,0.0008
2013,SBFLE243,LE,0.2761,0.7131,0.0098,0.0008
2013,SBFLE244,LE,0.7589,0.2312,0.0092,0.0007
2013,SBFLE245,LE,0.5019,0.487,0.0107,0.0005
2013,SBFLE246,LE,0.7335,0.2554,0.0107,0.0008
2013,SBFLE247,LE,0.033,0.9486,0.0175,0.0008
2013,SBFLE248/25,LE,0.0395,0.9414,0.0158,0.0032
2013,SBFLE250,LE,0.4929,0.4984,0.0076,0.0012
2013,SBFLE251,LE,0.0353,0.5245,0.4377,0.0026
2013,SBFLE252,LE,0.1073,0.5271,0.3649,0.0006
2013,SBFLE253,LE,0.054,0.8864,0.0591,0.0008
2013,SBFLE254,LE,0.0327,0.9538,0.0117,0.0018
2013,SBFLE255,LE,0.0347,0.4881,0.476,0.0015
2013,SBFLE258,LE,0.4014,0.5876,0.0087,0.0024
2013,SBFLE259,LE,0.4494,0.5106,0.0395,0.0008
2013,SBFLE260,LE,0.0255,0.9635,0.0102,0.0008
2013,SBFLE261,LE,0.2975,0.6853,0.0153,0.0018
2013,SBFLE262,LE,0.3758,0.5814,0.042,0.0008
2013,SBFLE264,LE,0.0137,0.5895,0.3934,0.0034
2013,SBFLE265,LE,0.0468,0.9314,0.021,0.0008
2013,SBFLE266,LE,0.3185,0.6682,0.0112,0.002
2013,SBFLE267,LE,0.3188,0.6706,0.0094,0.0011
2013,SBFLE268,LE,0.1179,0.8637,0.0167,0.0018
2013,SBFLE269,LE,0.0166,0.9726,0.0098,0.0008
2013,SBFLE270,LE,0.0765,0.9073,0.0157,0.0007
2013,SBFLE272,LE,0.036,0.9528,0.0089,0.0023
2013,SBFLE274,LE,0.0312,0.9554,0.0124,0.0009
2013,SBFLE275,LE,0.0171,0.4662,0.5156,0.0011
2013,SBFLE276,LE,0.0534,0.5303,0.4131,0.003
2013,SBFLE277,LE,0.0407,0.5007,0.4576,0.0008
2013,SBFLE278,LE,0.0246,0.6886,0.2853,0.0015
2013,SBFLE279,LE,0.0195,0.5795,0.3999,0.0008
2013,SBFLE280,LE,0.1859,0.7925,0.0206,0.0008
2013,SBFLE281,LE,0.3249,0.6654,0.0088,0.0008
2013,SBFLE282,LE,0.0236,0.2585,0.7167,0.0013
2013,SBFLE283,LE,0.0767,0.9149,0.007,0.0016
2013,SBFLE285,LE,0.4256,0.5629,0.0101,0.0009
2013,SBFLE286,LE,0.0383,0.9422,0.0183,0.0012
2013,SBFLE287,LE,0.0265,0.3805,0.5923,0.0008
2013,SBFLE288,LE,0.0257,0.9638,0.0088,0.0017
2013,SBFLE289,LE,0.0168,0.4923,0.4895,0.001
2013,SBFLE290,LE,0.0259,0.3365,0.6355,0.002
2013,SBFLE291,LE,0.1115,0.8755,0.0125,0.0008
2013,SBFLE292,LE,0.4505,0.5376,0.0102,0.0018
2013,SBFLE293,LE,0.3515,0.6351,0.0131,0.0005
2013,SBFLE294,LE,0.0264,0.5467,0.4259,0.0008
2013,SBFLE295,LE,0.0902,0.8955,0.0119,0.0022
2013,SBFLE296,LE,0.0539,0.8538,0.0912,0.0014
2013,SBFLE297,LE,0.507,0.4841,0.0082,0.0001
2013,SBFLE298,LE,0.0462,0.9449,0.0084,0.0008
2013,SBFLE299,LE,0.5338,0.4555,0.0099,0.0008
2013,SBFLE300,LE,0.0234,0.4184,0.5567,0.0018
2013,SBFLE301,LE,0.4023,0.5798,0.0167,0.0008
2013,SBFLE302,LE,0.0203,0.515,0.464,0.0008
2013,SBFLE303,LE,0.3023,0.6801,0.0167,0.0008
2013,SBFLE304,LE,0.0206,0.9631,0.015,0.0008
2013,SBFLE305,LE,0.3906,0.6002,0.008,0.001
2013,SBFLE306,LE,0.1026,0.3343,0.5631,0
2013,SBFLE307,LE,0.3501,0.6375,0.011,0.0016
2013,SBFLE308,LE,0.0309,0.9596,0.0089,0.0008
2013,SBFLE309,LE,0.0224,0.968,0.0094,0.0001
2013,SBFLE597A,LE,0.0887,0.4596,0.4514,0.0004
2013,SBFLE641A,LE,0.0536,0.9258,0.0199,0.0008
2013,SBFLE649A,LE,0.5389,0.4496,0.0108,0.0007
2013,SBFLE657A,LE,0.0322,0.9524,0.0117,0.004
2013,SBFLE660A,LE,0.0364,0.5849,0.3779,0.0008
2013,SBFLE662A,LE,0.4297,0.5625,0.007,0.0008
2013,SBFLE671A,LE,0.0212,0.9687,0.0087,0.0017
2013,deadpoof1_1,LE,0.2529,0.7267,0.0179,0.0024
2013,deadpoof2_1,LE,0.4411,0.1048,0.454,0.0001
2013,deadpoof3_1,LE,0.3255,0.6603,0.0129,0.0009
2013,dead130416k,LE,0.2604,0.7302,0.0088,0.0008
2013,dead130708L,LE,0.0992,0.8861,0.014,0.0008
2013,Allie,LE,0.0883,0.8932,0.0175,0.0008
2013,SBFALE1/LE2,LE,0.0328,0.9518,0.0129,0.0023
2013,SBFALE2,LE,0.0382,0.9499,0.0096,0.0025
2013,SBFLE056,LE,0.0287,0.9572,0.0127,0.0018
2013,SBFLE057,LE,0.0377,0.9409,0.0206,0.0008
2013,SBFLE058,LE,0.1095,0.8795,0.0098,0.0011
2013,SBFLE062,LE,0.0297,0.9502,0.0195,0.0008
2013,SBFLE063,LE,0.0785,0.9138,0.0069,0.0008
2013,SBFLE064/24,LE,0.029,0.5698,0.3995,0.0017
2013,SBFLE065,LE,0.0256,0.9616,0.0107,0.0025
2013,SBFLE066,LE,0.0346,0.9559,0.0081,0.0013
2013,SBFLE248/25,LE,0.0394,0.9415,0.0158,0.0032
2013,SBFN01,LE,0.0747,0.9151,0.0092,0.0008
2013,SBFN09,LE,0.7987,0.1882,0.0129,0.0003
2013,Scooch,LE,0.0435,0.9463,0.0097,0.0008
2013,Caddis,LE,0.0228,0.0575,0.9197,0
2013,Digger,LE,0.0101,0.0556,0.9338,0.0001
2013,Harvey,LE,0.0099,0.0431,0.9468,0
2013,Jack,LE,0.0275,0.0685,0.9036,0
2013,Mick,LE,0.0115,0.0555,0.9329,0
2013,Ming,LE,0.0107,0.0435,0.9455,0
2013,OZ1718,LE,0.7252,0.265,0.0091,0.0005
2013,OZ1725,LE,0.6112,0.3714,0.0169,0
2013,OZ1729,LE,0.6502,0.3389,0.0104,0.0007
2013,PM,LE,0.0108,0.0485,0.9405,0
2013,Popsicle,LE,0.0108,0.0806,0.9076,0.0008
2013,SBFLE013,LE,0.0382,0.9515,0.0098,0.0008
2013,SBFLE059,LE,0.0211,0.9633,0.0152,0.0006
2013,SBFLE256A,LE,0.0504,0.9302,0.019,0.0008
2013,SBFLE273A,LE,0.0958,0.8919,0.0117,0.0008
2013,Wyo,LE,0.0119,0.0888,0.899,0.0001
2013,DE201,DE,0.001555556,0.487111111,0.507,0.004111111
2013,DE202,DE,0.001777778,0.429777778,0.074111111,0.494222222
2013,DE203,DE,0.000888889,0.508222222,0.077666667,0.413222222
2013,DE204,DE,0.000888889,0.023555556,0.966333333,0.009444444
2013,DE205,DE,0.000888889,0.034333333,0.960222222,0.004222222
2013,DE206,DE,0.005666667,0.457333333,0.533777778,0.003333333
2013,DE207,DE,0.000888889,0.008333333,0.988444444,0.002555556
2013,DE208,DE,0.000888889,0.024444444,0.972111111,0.002555556
2013,DE209,DE,0.000888889,0.007444444,0.990111111,0.001777778
2013,DE210,DE,0.000888889,0.014111111,0.983,0.001777778
2013,DE211,DE,0.000888889,0.009444444,0.988,0.001888889
2013,DE212,DE,0.000888889,0.008444444,0.988888889,0.001666667
2013,DE213,DE,0.001222222,0.328222222,0.667,0.003444444
2013,DE214,DE,0.000888889,0.398888889,0.595777778,0.004555556
2013,DE215,DE,0.509666667,0.014111111,0.473777778,0.002444444
2013,DE216,DE,0.161,0.660222222,0.173333333,0.005666667
2013,DE217,DE,0.004111111,0.491111111,0.501666667,0.003444444
2013,DE218,DE,0.003444444,0.509333333,0.483333333,0.003555556
2013,DE219,DE,0.000888889,0.008333333,0.989,0.002333333
2013,DE220,DE,0.433444444,0.058222222,0.504,0.004222222
2013,DE221,DE,0.000888889,0.010888889,0.985333333,0.003222222
2013,DE222,DE,0.000666667,0.011666667,0.986,0.001777778
2013,DE223,DE,0.000888889,0.017666667,0.979666667,0.002222222
2013,DE224,DE,0.000888889,0.171,0.820555556,0.007777778
2013,DE225,DE,0.003333333,0.343555556,0.647,0.005888889
2013,DE226,DE,0.000888889,0.008888889,0.988333333,0.001888889
2013,DE227,DE,0.000888889,0.424777778,0.569888889,0.004333333
2013,DE228,DE,0.001444444,0.36,0.635111111,0.003444444
2013,DE229,DE,0.000888889,0.010555556,0.986555556,0.001777778
2013,DE230,DE,0.146888889,0.709111111,0.138666667,0.005666667
2013,DE231,DE,0.000888889,0.014777778,0.982111111,0.002333333
2013,DE232,DE,0.000888889,0.009444444,0.988,0.001888889
2013,DE233,DE,0.000888889,0.509222222,0.483444444,0.006
2013,DE234,DE,0.000888889,0.008666667,0.988333333,0.001777778
2013,DE235,DE,0.005666667,0.813777778,0.174888889,0.005666667
2013,DE236,DE,0.091111111,0.717,0.188555556,0.003333333
2013,DE237,DE,0.001888889,0.382222222,0.611111111,0.004888889
2013,DE238,DE,0.291222222,0.083222222,0.129,0.496777778
2013,DE239,DE,0.002111111,0.020777778,0.974666667,0.002444444
2013,DE240,DE,0.000888889,0.430444444,0.564,0.004333333
2013,DE241,DE,0.000888889,0.322111111,0.672111111,0.004888889
2013,DE242,DE,0.000888889,0.009444444,0.988,0.001777778
2013,DE243,DE,0.000888889,0.396222222,0.599111111,0.003555556
2013,DE244,DE,0.001555556,0.438777778,0.556222222,0.003444444
2013,DE245,DE,0.000888889,0.485222222,0.509222222,0.004888889
2013,DE246,DE,0.342777778,0.017888889,0.637111111,0.002333333
2013,DE247,DE,0.000888889,0.444333333,0.550333333,0.004222222
2013,DE248,DE,0.000666667,0.007444444,0.990222222,0.001666667
2013,DE249,DE,0.000888889,0.012,0.985555556,0.001666667
2013,DE250,DE,0.000888889,0.010555556,0.986333333,0.002444444
2013,DE251,DE,0.000666667,0.009777778,0.987888889,0.001666667
2013,DE252,DE,0.000888889,0.014777778,0.982444444,0.002333333
2013,DE253,DE,0.000888889,0.008,0.989888889,0.001666667
2013,DE254,DE,0.001555556,0.369111111,0.625,0.004333333
2013,DE255,DE,0.000888889,0.009444444,0.987111111,0.002333333
2013,DE256,DE,0.001222222,0.309777778,0.685,0.004
2013,DE257,DE,0.000888889,0.008444444,0.988555556,0.002333333
2013,DE258,DE,0.000888889,0.012555556,0.984444444,0.002444444
2013,DE259,DE,0.001,0.120111111,0.123,0.756
2013,DE260,DE,0.000888889,0.320222222,0.672555556,0.006
2013,DE261,DE,0.000888889,0.013,0.984444444,0.001777778
2013,DE262,DE,0.000888889,0.007444444,0.99,0.001666667
2013,DE263,DE,0.000888889,0.012444444,0.985111111,0.001666667
2013,DE264,DE,0.000777778,0.007444444,0.990222222,0.001666667
2013,DE265,DE,0.002555556,0.020222222,0.975222222,0.001888889
2013,DE266,DE,0.000888889,0.014888889,0.980888889,0.003444444
2013,DE267,DE,0.000888889,0.011555556,0.986,0.001777778
2013,DE268,DE,0.001555556,0.368111111,0.627,0.003333333
2013,DE269,DE,0.000888889,0.381333333,0.610777778,0.006777778
2013,DE270,DE,0.000888889,0.490111111,0.505111111,0.003555556
2013,DE271,DE,0.000888889,0.007444444,0.990111111,0.001666667
2013,DE272,DE,0.000888889,0.015777778,0.981555556,0.001888889
2013,DE273,DE,0.001555556,0.040111111,0.549555556,0.408777778
2013,DE274,DE,0.000888889,0.019888889,0.974222222,0.005
2013,DE275,DE,0.000888889,0.016555556,0.507777778,0.474888889
2013,DE276,DE,0.000888889,0.009888889,0.987444444,0.001777778
2013,DE277,DE,0.001111111,0.841444444,0.154222222,0.003111111
2013,DE278,DE,0.001555556,0.438111111,0.546222222,0.013888889
2013,DE279,DE,0.001555556,0.396444444,0.597777778,0.004111111
2013,DE280,DE,0.006777778,0.369666667,0.620555556,0.003444444
2013,DE281,DE,0.000888889,0.01,0.987,0.002333333
2013,DE282,DE,0.000888889,0.026333333,0.626888889,0.346
2013,DE283,DE,0.038444444,0.178,0.779777778,0.003888889
2013,DE284,DE,0.001666667,0.442,0.552444444,0.004111111
2013,DE285,DE,0.002555556,0.012333333,0.983333333,0.001888889
2013,DE286,DE,0.000888889,0.012333333,0.985111111,0.001666667
2013,DE287,DE,0.000888889,0.012,0.983777778,0.003333333
2013,DE288,DE,0.377111111,0.170777778,0.442777778,0.009666667
2013,DE289,DE,0.000666667,0.016666667,0.567666667,0.415111111
2013,DE290,DE,0.000888889,0.008,0.989555556,0.001777778
2013,DE291,DE,0.000888889,0.009555556,0.987111111,0.002333333
2013,DE292,DE,0.000888889,0.008444444,0.989222222,0.001666667
2013,DE293,DE,0.000888889,0.766666667,0.225666667,0.006888889
2013,DE294,DE,0.000666667,0.007666667,0.989777778,0.001777778
2013,DE295,DE,0.000888889,0.008333333,0.989444444,0.001666667
2013,DE296,DE,0.000666667,0.009888889,0.986555556,0.003
2013,DE297,DE,0.000888889,0.008555556,0.988333333,0.002
2013,DE298,DE,0.040111111,0.843555556,0.112444444,0.004111111
2013,DE299,DE,0.000888889,0.012555556,0.985111111,0.001777778
2013,DE300,DE,0.000888889,0.012888889,0.984111111,0.002444444
2013,DE301,DE,0.001111111,0.031555556,0.545444444,0.422111111
2013,DE302,DE,0.000888889,0.011555556,0.985666667,0.001888889
2013,DE303,DE,0.000888889,0.011666667,0.985555556,0.002111111
2013,DE304,DE,0.000888889,0.034555556,0.583555556,0.381333333
2013,DE305,DE,0.000888889,0.020777778,0.975666667,0.003111111
2013,DE306,DE,0.000888889,0.332777778,0.103888889,0.562
2013,DE307,DE,0.000888889,0.018888889,0.597,0.383666667
2013,DE308,DE,0.000888889,0.013444444,0.983555556,0.001777778
2013,DE309,DE,0.000888889,0.067444444,0.560444444,0.371444444
2013,DE310,DE,0.002,0.291333333,0.699777778,0.007
2013,DE311,DE,0.000888889,0.011222222,0.985222222,0.002555556
2013,DE312,DE,0.002333333,0.401111111,0.592666667,0.004
2013,DE313,DE,0.000888889,0.054888889,0.693333333,0.250888889
2013,DE314,DE,0.000888889,0.252888889,0.070222222,0.676111111
2013,DE315,DE,0.000888889,0.364222222,0.057888889,0.576777778
2013,DE316,DE,0.000888889,0.309444444,0.066444444,0.623333333
2013,DE317,DE,0.002555556,0.442,0.549888889,0.005111111
2013,DE318,DE,0.000888889,0.274555556,0.074,0.650555556
2013,DE319,DE,0.000888889,0.034444444,0.654333333,0.310333333
2013,DE320,DE,0.001,0.010555556,0.985555556,0.002555556
2013,DE321,DE,0.000888889,0.439777778,0.555555556,0.004111111
2013,DE322,DE,0.002,0.010777778,0.984888889,0.002
2013,DE323,DE,0.000888889,0.009,0.988111111,0.002333333
2013,DE324,DE,0.372444444,0.08,0.545,0.002333333
2013,DE325,DE,0.001222222,0.508666667,0.484333333,0.005333333
2013,DE326,DE,0.001333333,0.316666667,0.169111111,0.513
2013,DE327,DE,0.211777778,0.336444444,0.443555556,0.008444444
2013,DE328,DE,0.109222222,0.766222222,0.118444444,0.005777778
2013,DE329,DE,0.001888889,0.430666667,0.561777778,0.005333333
2013,DE330,DE,0.000888889,0.011777778,0.985555556,0.001888889
2013,DE331,DE,0.000888889,0.361555556,0.634222222,0.002666667
2013,DE332,DE,0.000888889,0.016444444,0.980888889,0.001777778
2013,DE333,DE,0.002555556,0.905222222,0.088111111,0.004111111
2013,DE334,DE,0.000888889,0.010444444,0.987111111,0.001777778
2013,DE335,DE,0.001555556,0.166222222,0.538,0.294111111
2013,DE336,DE,0.000888889,0.015111111,0.982111111,0.001777778
2013,DE337,DE,0.000888889,0.013111111,0.984222222,0.001777778
2013,DE338,DE,0.000888889,0.329,0.665222222,0.005
2013,DE339,DE,0.000888889,0.013666667,0.982333333,0.003222222
2013,DE340,DE,0.000888889,0.056777778,0.913555556,0.028666667
2013,DE341,DE,0.001222222,0.339222222,0.656444444,0.003333333
2013,DE342,DE,0.000888889,0.023222222,0.972222222,0.003444444
2013,DE343,DE,0.000888889,0.010555556,0.987111111,0.001777778
2013,DE344,DE,0.001444444,0.022666667,0.554222222,0.421555556
2013,DE345,DE,0.000888889,0.049333333,0.593,0.357111111
2013,DE346,DE,0.000888889,0.011,0.985777778,0.002333333
2013,DE347,DE,0.000888889,0.287666667,0.089222222,0.622333333
2013,DE348,DE,0.002222222,0.369333333,0.621555556,0.006888889
2013,DE349,DE,0.000888889,0.423888889,0.562888889,0.012
2013,DE350,DE,0.000777778,0.009444444,0.988,0.002444444
2013,DE351,DE,0.000888889,0.010555556,0.986111111,0.002333333
2013,DE352,DE,0.000888889,0.010555556,0.987,0.001888889
2013,DE353,DE,0.001555556,0.476,0.516444444,0.005777778
2013,DE354,DE,0.000888889,0.021888889,0.621777778,0.355888889
2013,DE355,DE,0.001555556,0.137111111,0.463777778,0.398111111
2013,DE586A,DE,0.000888889,0.011555556,0.985222222,0.002444444
2013,DE594A,DE,0.000888889,0.032555556,0.959555556,0.007
2013,DE622A,DE,0.000888889,0.012111111,0.984333333,0.002555556
2013,DE635A,DE,0.000888889,0.010888889,0.985555556,0.002666667
2013,DE639A,DE,0.000888889,0.008444444,0.988333333,0.002
2013,Big-Sandy,DE,0.000888889,0.015333333,0.982111111,0.001777778
2013,Bjorn,DE,0.000888889,0.012,0.984222222,0.002555556
2013,Cleo,DE,0.000888889,0.011777778,0.985666667,0.001777778
2013,Fluffers,DE,0.000888889,0.012555556,0.984111111,0.002666667
2013,Fricase,DE,0.001222222,0.898555556,0.095666667,0.004444444
2013,Juel,DE,0.000888889,0.011111111,0.985666667,0.002555556
2013,Popoagie,DE,0.000888889,0.019777778,0.974555556,0.005
2013,Carlito,DE,0.000888889,0.027333333,0.969111111,0.003222222
2013,Tularoo,DE,0.000888889,0.034,0.068444444,0.896888889
2013,Fobu,DE,0.000888889,0.011555556,0.984777778,0.003222222
2013,Jason,DE,0.000777778,0.010888889,0.986444444,0.001888889
2013,Jimmy,DE,0.000888889,0.008444444,0.988222222,0.002333333
2013,Kong,DE,0.000888889,0.008444444,0.988555556,0.001888889
2013,Lenard,DE,0.000888889,0.009444444,0.987777778,0.001777778
2013,Pajimmy,DE,0.001777778,0.013666667,0.982111111,0.002333333
2013,Sandy,DE,0.000888889,0.008333333,0.989444444,0.001666667
2013,SBFSE092,DE,0.002555556,0.717777778,0.274444444,0.005111111
2013,Stunnel,DE,0.000888889,0.022777778,0.972666667,0.003444444
2013,Taggart,DE,0.000888889,0.008,0.989333333,0.001888889
2013,Uno,DE,0.000666667,0.007444444,0.990222222,0.001777778
2013,dead130723D,DE,0.001111111,0.011111111,0.985777778,0.001777778
2014,dead140411L,LE,0.113111111,0.806,0.064888889,0.015888889
2014,dead140421L,LE,0.409111111,0.552111111,0.031111111,0.007777778
2014,dead140421L,LE,0.075666667,0.737111111,0.177777778,0.009555556
2014,dead140421L,LE,0.016777778,0.513333333,0.464,0.006111111
2014,dead140421L,LE,0.064444444,0.648444444,0.256222222,0.030888889
2014,SBFLE401,LE,0.107666667,0.817555556,0.034666667,0.040111111
2014,SBFLE402,LE,0.224,0.728,0.032111111,0.015888889
2014,SBFLE403,LE,0.053444444,0.575777778,0.352666667,0.018111111
2014,SBFLE404,LE,0.025333333,0.769666667,0.178777778,0.026444444
2014,SBFLE405,LE,0.031111111,0.934555556,0.022555556,0.011888889
2014,SBFLE406,LE,0.015777778,0.117222222,0.858333333,0.008555556
2014,SBFLE407,LE,0.134,0.622444444,0.224777778,0.018777778
2014,SBFLE408,LE,0.083555556,0.623777778,0.285888889,0.006777778
2014,SBFLE409,LE,0.355777778,0.514555556,0.120111111,0.009888889
2014,SBFLE410,LE,0.318333333,0.626888889,0.027333333,0.027111111
2014,SBFLE411,LE,0.050333333,0.885888889,0.052111111,0.011666667
2014,SBFLE412,LE,0.058777778,0.875222222,0.051888889,0.014222222
2014,SBFLE413,LE,0.064,0.255555556,0.675666667,0.005
2014,SBFLE414,LE,0.224777778,0.696888889,0.059444444,0.018777778
2014,SBFLE415,LE,0.293666667,0.660333333,0.038666667,0.007111111
2014,SBFLE416,LE,0.030555556,0.864777778,0.091666667,0.013
2014,SBFLE417,LE,0.080666667,0.886222222,0.022777778,0.010666667
2014,SBFLE418,LE,0.201777778,0.758111111,0.034111111,0.005888889
2014,SBFLE419,LE,0.192777778,0.481666667,0.316,0.009888889
2014,SBFLE420,LE,0.238,0.720111111,0.030333333,0.012
2014,SBFLE421,LE,0.142333333,0.431111111,0.420444444,0.006
2014,SBFLE422,LE,0.015222222,0.821222222,0.154111111,0.009111111
2014,SBFLE423,LE,0.019666667,0.699222222,0.260111111,0.020888889
2014,SBFLE424,LE,0.342111111,0.626333333,0.021666667,0.009888889
2014,SBFLE425,LE,0.035,0.910333333,0.040555556,0.014222222
2014,SBFLE426,LE,0.016666667,0.666222222,0.304333333,0.012888889
2014,SBFLE427,LE,0.020444444,0.673111111,0.293333333,0.012888889
2014,SBFLE428,LE,0.105111111,0.819777778,0.047777778,0.027333333
2014,SBFLE429,LE,0.167,0.695333333,0.128111111,0.009
2014,SBFLE430,LE,0.061,0.890444444,0.043,0.005777778
2014,SBFLE431,LE,0.031666667,0.926888889,0.032888889,0.008888889
2014,SBFLE432,LE,0.115111111,0.684888889,0.190555556,0.009555556
2014,SBFLE433,LE,0.397222222,0.537777778,0.032777778,0.032
2014,SBFLE434,LE,0.021111111,0.588555556,0.374777778,0.015888889
2014,SBFLE435,LE,0.444444444,0.510222222,0.023777778,0.021444444
2014,SBFLE436,LE,0.046777778,0.612444444,0.332666667,0.007888889
2014,SBFLE437,LE,0.262555556,0.708,0.020555556,0.008888889
2014,SBFLE438,LE,0.363111111,0.513111111,0.114111111,0.009888889
2014,SBFLE439,LE,0.076,0.708555556,0.204111111,0.011
2014,SBFLE440,LE,0.098444444,0.851555556,0.04,0.01
2014,SBFLE441,LE,0.245222222,0.709888889,0.029555556,0.015222222
2014,SBFLE442,LE,0.156555556,0.248444444,0.587666667,0.007333333
2014,SBFLE443,LE,0.046555556,0.890777778,0.037666667,0.024888889
2014,SBFLE444,LE,0.558444444,0.406222222,0.027777778,0.007777778
2014,SBFLE445,LE,0.081777778,0.674,0.234444444,0.009666667
2014,SBFLE446,LE,0.124333333,0.669666667,0.194777778,0.010888889
2014,SBFLE447,LE,0.114888889,0.839777778,0.034222222,0.010888889
2014,SBFLE448,LE,0.398222222,0.519444444,0.066888889,0.015666667
2014,SBFLE449,LE,0.072666667,0.521444444,0.394111111,0.011888889
2014,SBFLE450,LE,0.035888889,0.928888889,0.022333333,0.013
2014,SBFLE451,LE,0.168111111,0.764,0.059555556,0.008555556
2014,SBFLE452,LE,0.040222222,0.930333333,0.017888889,0.011666667
2014,SBFLE453,LE,0.156111111,0.574444444,0.250444444,0.019111111
2014,SBFLE454,LE,0.033666667,0.541888889,0.411555556,0.013
2014,SBFLE455,LE,0.436,0.525222222,0.024333333,0.014444444
