RELEASE_YEAR	SAMPLE	Detections	Release_Date	Weight	CB_ANCESTRY	HL	Sex
2014	SBFSE570	0	205	401	0.024888889	0.230722085	2
2014	SBFSE571	0	205	406	0.079222222	0.052245171	2
2014	SBFSE572	1	205	473	0.102666667	0.21809464	1
2014	SBFSE573	0	205	282	0.023888889	0.222881813	1
2014	SBFSE574	0	205	419	0.015777778	0.247967059	1
2014	SBFSE575	0	205	351	0.068222222	0.121062708	1
2013	DE329	0	211	154	0.001888889	0.170600484	1
2014	DE544	1	211	477	0.458555556	0.165513933	1
2013	DE330	0	211	153	0.000888889	0.394542136	2
2013	DE331	0	211	150	0.000888889	0.180049274	1
2013	DE332	0	211	265	0.000888889	0.234276259	1
2013	DE333	0	211	410	0.002555556	0.411666597	1
2013	DE334	0	211	280	0.000888889	0.472023311	1
2013	DE335	0	211	152	0.001555556	0.064673942	1
2013	DE336	0	211	286	0.000888889	0.30416646	1
2013	DE337	0	211	298	0.000888889	0.234491238	1
2013	DE338	0	211	452	0.000888889	0.17904273	2
2013	DE339	0	211	373	0.000888889	0.529024606	1
2013	DE340	0	211	466	0.000888889	0.576061113	1
2014	DE545	0	211	472	0.021888889	0.124232798	2
2014	DE546	0	211	459	0.337111111	0.273250933	1
2014	DE547	0	211	454	0.135555556	0.105570573	2
2014	DE548	0	211	508	0.320111111	0.053325402	2
2014	DE549	0	211	447	0.013	0.298081881	2
2014	DE550	0	211	522	0.014777778	0.233826041	2
2014	DE551	0	211	526	0.643666667	0.499890303	1
2014	DE552	0	211	457	0.014777778	0.36551005	2
2014	DE553	0	211	369	0.034777778	0.175272356	2
2014	DE554	0	211	526	0.014444444	0.359351567	2
2014	DE555	0	211	441	0.057777778	0.165686656	2
2014	DE556	0	211	473	0.254333333	0.238450412	2
2014	DE557	0	211	517	0.020666667	0.636484436	2
2014	DE558	0	211	481	0.208444444	0.210102126	1
2014	DE559	0	211	416	0.035	0.156252259	1
2014	DE560	0	211	410	0.096222222	0.170662502	2
2014	DE561	0	211	459	0.024555556	0.230778056	2
2014	DE562	0	211	489	0.291444444	0.172095029	2
2014	DE563	0	211	523	0.013444444	0.400322473	1
2014	DE564	0	211	509	0.156555556	0	2
2014	DE565	0	211	421	0.013333333	0.241290031	2
2014	DE566	0	211	430	0.017111111	0.069531364	1
2014	DE567	0	211	470	0.043444444	0.183318229	2
2014	DE568	0	211	407	0.014777778	0.458869593	1
2014	DE569	0	211	454	0.015222222	0.235801611	1
2014	DE570	0	211	476	0.013222222	0.163622871	1
2013	DE305	0	212	94	0.000888889	0.23790415	2
2014	BE0460	0	212	515	0.395888889	0.350726193	1
2014	BE0461	0	212	496	0.538555556	0.234115826	2
2014	BE0462	0	212	532	0.550666667	0.27755891	1
2014	BE0463	0	212	460	0.368	0.1745824	1
2014	BE0464	1	212	449	0.175666667	0.253416888	2
2014	BE0467	0	212	546	0.243777778	0.121285497	2
2014	BE0469	0	212	560	0.507222222	0.116948245	2
2014	BE0470	0	212	392	0.265666667	0.337797882	2
2014	BE0472	0	212	542	0.494777778	0.109624567	2
2014	BE0475	0	212	468	0.200444444	0.228213472	2
2014	BE0476	0	212	571	0.382	0.289599748	2
2014	BE0477	0	212	497	0.784222222	0.419010663	2
2014	BE0478	0	212	327	0.154111111	0.112764062	2
2014	BE0479	0	212	429	0.066777778	0.412399349	2
2014	BE0480	1	212	476	0.283666667	0.167115333	1
2014	BE0481	0	212	433	0.503111111	0.16230247	2
2014	BE0482	0	212	487	0.130222222	0.227322129	1
2014	BE0483	1	212	511	0.382222222	0.159558837	2
2014	BE0484	0	212	402	0.598777778	0.400151224	2
2014	BE0485	0	212	573	0.096222222	0.221907129	2
2013	DE303	0	212	98	0.000888889	0.429617886	1
2016	BE1274	0	217	374	0.303111111	0.065203722	1
2016	BE1275	0	217	225	0.257555556	0.288428737	2
2016	BE1278	0	217	254	0.106555556	0.286325219	2
2016	BE1280	0	217	411	0.216666667	0.321744635	2
2016	BE1281	0	217	395	0.249333333	0.104007088	1
2014	SBFLE635	0	218	419	0.186555556	0.109184389	1
2014	SBFLE637	0	218	372	0.023444444	0.162648187	1
2014	SBFLE638	1	218	552	0.366666667	0.112028578	2
2014	SBFLE639	0	218	321	0.618444444	0.389910436	1
2014	SBFLE640	0	218	476	0.019111111	0.299525734	1
2014	SBFLE642	0	218	415	0.098555556	0.052769636	1
2014	SBFLE643	1	218	514	0.203888889	0.305873419	2
2014	SBFLE644	0	218	489	0.072888889	0.119084775	2
2014	SBFLE645	0	218	456	0.025888889	0.223708313	2
2014	SBFSE576	0	219	433	0.069222222	0.287626228	2
2014	SBFSE577	0	219	462	0.020888889	0.166615033	2
2015	BE0813	0	224	453	0.2482	0.331220354	2
2015	SBFLE805	0	224	231	0.1992	0.336533348	2
2015	SBFLE806	0	224	344	0.1055	0.304254588	1
2015	SBFLE807	0	224	452	0.2148	0.113431073	1
2015	SBFLE809	0	224	412	0.2876	0.237472323	1
2015	SBFLE810	0	224	369	0.1433	0.049707001	2
2015	SBFLE811	0	224	467	0.1945	0.180834994	1
2015	SBFLE812	0	224	497	0.1582	0.230983706	2
2015	SBFLE813	0	224	355	0.1954	0	1
2015	SBFLE815	0	224	404	0.3209	0.12235922	1
2015	SBFLE816	0	224	279	0.2321	0.170346561	1
2015	SBFLE817	0	224	379	0.0964	0.11866752	2
2015	SBFLE818	0	224	512	0.1723	0.125029555	1
2015	SBFLE819	0	224	307	0.1324	0.238222785	2
2015	SBFLE820	0	224	521	0.1903	0.275501015	2
2015	SBFLE791	0	224	331	0.1262	0.173062312	1
2015	SBFLE804	0	224	426	0.1274	0.373549528	1
2015	BE1103	0	225	516	0.547	0.173267318	1
2014	SBFSE433	0	225	441	0.254111111	0.171854411	2
2015	BE0968	0	225	436	0.0718	0.49080254	1
2014	DE571	0	225	588	0.032	0.302305715	1
2014	DE573	0	225	555	0.015777778	0.413743399	1
2014	DE574	1	225	485	0.166555556	0.055858986	2
2014	DE575	1	225	403	0.082777778	0.106545257	1
2014	DE577	1	225	541	0.030888889	0.17994522	1
2014	DE578	0	225	487	0.175777778	0.063998792	1
2014	DE579	0	225	481	0.096	0.113559029	2
2014	DE580	0	225	548	0.016111111	0.361749734	2
2014	DE581	0	225	440	0.193222222	0.057582499	2
2014	DE582	1	225	473	0.486222222	0.281281813	2
2014	DE583	0	225	547	0.324555556	0.209265838	2
2014	DE585	0	225	532	0.031	0.233025231	1
2014	DE587	0	225	472	0.011222222	0.539777492	1
2014	DE588	0	225	497	0.011777778	0.464613392	1
2014	DE589	1	225	494	0.183555556	0.227508185	2
2014	DE590	0	225	473	0.014	0.460172402	1
2014	DE591	0	225	488	0.226555556	0.108104157	2
2014	DE592	0	225	542	0.290555556	0.109184389	1
2014	DE593	1	225	493	0.572111111	0.34238313	2
2014	DE595	0	225	500	0.024111111	0.403311047	2
2014	DE596	0	225	433	0.103	0.065034496	1
2014	DE597	0	225	452	0.035777778	0	1
2014	DE598	0	225	528	0.027222222	0.222366987	2
2014	DE599	0	225	561	0.031	0.246409618	1
2014	DE600	0	225	482	0.012333333	0.234285019	2
2015	BE0969	0	225	421	0.4913	0.3439274	1
2015	BE0970	0	225	425	0.2077	0.40462915	1
2015	BE0971	0	225	500	0.1315	0.118770476	2
2015	BE0973	0	225	570	0.1015	0.249243705	1
2015	BE0974	0	225	540	0.1964	0.111046298	1
2015	BE0975	0	225	465	0.1561	0.334395565	2
2015	BE0976	0	225	458	0.3658	0.228300526	1
2015	BE0977	0	225	413	0.3063	0.168374522	1
2015	BE0978	0	225	471	0.1751	0.112071003	1
2015	BE0979	0	225	386	0.1353	0.296002354	2
2015	BE0980	0	225	366	0.4028	0.364910396	2
2015	BE0981	0	225	394	0.1316	0.360307487	1
2015	BE0982	0	225	455	0.1713	0.114741498	2
2015	BE0983	0	225	537	0.2125	0	2
2015	BE0984	0	225	382	0.1131	0.168791776	1
2015	BE0985	0	225	520	0.1913	0.107069723	1
2015	BE0986	0	225	527	0.1339	0.159534671	2
2015	BE0987A	0	225	538	0.3814	0.242013094	2
2015	BE0988A	0	225	493	0.0887	0.173964962	1
2015	BE0989	0	225	347	0.3358	0.183375176	1
2015	BE0990	0	225	327	0.0872	0.358787655	1
2015	BE0992	0	225	413	0.0603	0.289643958	2
2015	BE0993	0	225	483	0.4422	0.271625255	2
2015	BE0994	0	225	421	0.1049	0.053463798	2
2015	BE0995	0	225	352	0.231	0.165804199	1
2015	BE0996	0	225	369	0.1523	0.170126783	1
2015	BE0997	0	225	300	0.3094	0.364919824	1
2015	BE0998	0	225	501	0.2168	0.23738555	2
2013	SBFLE250	0	226	414	0.4929	0.057582499	2
2013	SBFLE251	1	226	449	0.0353	0.15541597	1
2013	SBFLE252	1	226	496	0.1073	0.16539182	2
2013	SBFLE253	0	226	445	0.054	0.17780594	1
2013	SBFLE254	0	226	502	0.0327	0.359819111	2
2013	SBFLE260	0	226	440	0.0255	0.129038397	2
2013	SBFLE264	0	226	455	0.0137	0.183211598	1
2013	SBFLE265	0	226	540	0.0468	0.180192556	1
2013	SBFSE325	1	226	666	0.301375	0.166626114	1
2013	SBFSE326	1	226	447	0.026625	0.230890378	2
2013	SBFSE327	1	226	572	0.05425	0.328463511	2
2013	SBFSE328	1	226	582	0.438625	0.278588261	2
2013	SBFSE329	0	226	517	0.082	0.220012241	1
2013	SBFSE331	0	226	330	0.085875	0.053463798	2
2013	SBFSE333	0	226	470	0.04975	0.232561506	2
2013	SBFSE335	0	226	434	0.06725	0.174526507	1
2013	SBFSE338	0	226	409	0.300375	0.217778868	1
2013	SBFSE339	1	226	382	0.03525	0.280464312	1
2013	SBFSE340	0	226	447	0.048	0.108104157	1
2013	SBFSE341	0	226	511	0.112625	0.108104157	2
2013	SBFSE342	0	226	403	0.064875	0.307134909	1
2013	SBFSE343	1	226	592	0.322375	0.106095038	2
2013	SBFSE345	1	226	529	0.30575	0.113151235	2
2013	SBFSE347	1	226	469	0.422	0.235370566	1
2013	SBFSE348	0	226	439	0.0415	0.458020563	2
2013	SBFSE351	0	226	448	0.0815	0.175581844	1
2015	SBFLE821	0	231	439	0.0696	0.177274725	2
2015	SBFLE822	0	231	479	0.0927	0.326625384	2
2015	SBFLE823	0	231	479	0.2209	0.309913481	2
2015	SBFLE824	0	231	439	0.441	0.415071953	1
2015	SBFLE825	0	231	404	0.1449	0.318553371	2
2015	SBFLE826	0	231	516	0.2719	0	1
2015	SBFLE827	0	231	553	0.0744	0.111227884	2
2015	SBFLE828	0	231	444	0.1479	0.052245171	2
2015	SBFLE829	0	231	403	0.1932	0.285362443	1
2015	SBFLE830	0	231	504	0.2472	0.235972702	2
2015	SBFLE831	0	231	444	0.2111	0.181652698	1
2015	SBFLE832	0	231	501	0.2087	0.193870158	1
2015	SBFLE833	0	231	456	0.2785	0.2348148	1
2015	SBFLE834	0	231	401	0.3263	0.123754043	1
2015	SBFLE835	0	231	497	0.219	0.308198812	1
2015	BE0999	0	232	436	0.2509	0.10885811	2
2015	BE0767	0	232	382	0.1166	0	1
2015	BE1000	0	232	434	0.2416	0.15580204	2
2015	BE1001	0	232	486	0.3364	0.116004072	2
2015	BE1002	0	232	430	0.2806	0.130238219	1
2015	BE1003	0	232	393	0.1031	0.490821109	1
2015	BE1004	0	232	491	0.1341	0.117408332	2
2015	BE1005	0	232	430	0.1677	0.123008346	1
2015	BE1006	0	232	527	0.4124	0.302992088	2
2015	BE1007	0	232	561	0.1086	0	1
2015	BE1008	0	232	411	0.2617	0.238638904	1
2015	BE1009	0	232	477	0.1524	0.287264573	1
2015	BE1010	0	232	561	0.1496	0.271100789	2
2015	BE1011	0	232	516	0.3346	0.393747169	2
2015	BE1012	0	232	401	0.0587	0.176435458	2
2015	BE1013	0	232	470	0.1385	0.278202192	2
2015	BE1014	0	232	511	0.2101	0.15541597	2
2015	BE1015	0	232	399	0.438	0.175386632	1
2015	BE1016	0	232	516	0.4371	0.190101398	2
2015	BE1017	0	232	507	0.3243	0.246454785	1
2015	BE1018	0	232	405	0.2453	0.24114612	1
2015	BE1019	0	232	370	0.1118	0.11272274	2
2015	BE1020	0	232	387	0.2552	0.224064282	1
2015	BE1021	0	232	407	0.3284	0.121062708	2
2015	BE1022	0	232	442	0.1116	0.170346561	1
2015	BE1023	0	232	472	0.1709	0.396956692	2
2015	BE1024	0	232	554	0.2794	0.243606929	1
2015	BE1025	0	232	394	0.174	0.223767957	1
2015	BE1026	0	232	358	0.0969	0.104007088	1
2015	BE1027	0	232	520	0.3864	0.162996632	1
2015	BE1028	0	232	419	0.0665	0.06305706	1
2015	BE1029	0	232	367	0.1476	0.177258286	1
2015	BE1030	0	232	470	0.161	0.182114471	1
2014	DE601	0	240	418	0.121111111	0.215393658	1
2014	DE602	0	240	476	0.012333333	0.395742441	1
2014	DE603	0	240	451	0.012777778	0.489701124	1
2014	DE604	1	240	459	0.075444444	0.108628622	1
2014	DE605	0	240	476	0.039333333	0.297448931	2
2014	DE606	0	240	479	0.018777778	0.463339562	2
2014	DE607	0	240	454	0.124444444	0.106545257	2
2014	DE608	0	240	436	0.016888889	0.295454656	1
2014	DE609	0	240	482	0.327	0	2
2014	DE610	0	240	506	0.031666667	0.328283368	2
2014	DE612	0	240	485	0.012111111	0.288486682	1
2014	DE613	0	240	496	0.013222222	0.251903454	2
2014	DE614	1	240	452	0.022888889	0.301259269	2
2014	DE615	0	240	472	0.013222222	0.338800256	1
2014	DE616	0	240	399	0.016111111	0.172410177	2
2014	DE617	1	240	419	0.024777778	0.159534671	1
2014	SBFLE402	0	241	496	0.224	0.054300087	1
2014	BE0486	0	241	450	0.026111111	0.281596229	1
2014	BE0487	0	241	605	0.683333333	0.343316622	2
2014	BE0488	0	241	503	0.319444444	0.187183227	2
2014	BE0490	0	241	461	0.357333333	0.166905284	2
2014	BE0491	0	241	404	0.191777778	0.295918481	2
2014	BE0492	0	241	578	0.412777778	0.287009653	2
2014	BE0493	1	241	572	0.44	0.174218885	2
2014	BE0494	0	241	407	0.050111111	0.334077436	1
2014	BE0495	1	241	462	0.306222222	0.235021842	1
2014	BE0496	1	241	425	0.345	0.279281226	1
2014	BE0497	0	241	468	0.450777778	0.172829211	2
2014	BE0498	0	241	483	0.665777778	0.351871227	1
2014	BE0499	0	241	487	0.293333333	0.281265374	1
2015	BE1031	0	253	473	0.1081	0.301779124	1
2015	BE1032	0	253	406	0.2653	0.12543531	1
2015	BE1033	0	253	500	0.2398	0.199550649	1
2015	BE1034	0	253	476	0.4238	0.181704697	1
2015	BE1035	0	253	338	0.1835	0.34631631	1
2015	BE1036	0	253	440	0.4321	0.380300177	2
2015	BE1037	0	253	467	0.402	0.133872673	1
2015	BE1038	0	253	483	0.1674	0.147034454	2
2015	BE1039	0	253	337	0.1147	0.242150042	2
2015	BE1040	0	253	487	0.1174	0.187145601	2
2015	BE1041	0	253	514	0.236	0.065747729	2
2015	BE1042	0	253	503	0.2159	0.312873855	2
2015	BE1043	0	253	445	0.1575	0.140292319	1
2015	BE1044	0	253	450	0.3396	0.129479499	1
2015	BE1045	0	253	357	0.38	0.140924553	1
2015	BE1046	0	253	389	0.1771	0.136683914	1
2015	BE1047	0	253	473	0.0668	0.172700428	2
2015	BE1048	0	253	457	0.1318	0.321888692	1
2015	BE1049	0	253	410	0.2246	0.168306714	1
2015	BE1050	0	253	417	0.3013	0.479774332	1
2014	BE0431	0	258	360	0.309222222	0.234141812	2
2015	BE1052	0	259	513	0.3019	0.069185066	2
2015	BE1053	0	259	477	0.3065	0.185653691	1
2015	BE1054	0	259	453	0.0812	0.354055868	1
2015	BE1055	0	259	465	0.0958	0.245031509	2
2015	BE1056	0	259	481	0.2654	0.202747607	1
2015	BE1058	0	259	473	0.1745	0.115540883	1
2015	BE1059	0	259	434	0.1932	0.299207835	2
2015	BE1060	0	259	401	0.1275	0.256992572	1
2015	BE1061	0	259	512	0.2796	0	2
2015	BE1062	0	259	446	0.2407	0.259882654	1
2015	BE1063	0	259	516	0.3139	0.293374768	2
2015	SBFLE759	0	261	488	0.1234	0.121062708	2
2015	SBFLE788	0	261	487	0.1758	0.289266196	2
2015	SBFLE792	0	261	459	0.1153	0.311319453	2
2014	SBFSE579	0	261	427	0.104777778	0.221393788	1
2015	SBFLE789	0	261	464	0.0887	0.355521774	1
2015	SBFLE790	0	261	471	0.1417	0.286622392	2
2015	SBFLE796	0	261	437	0.2628	0	2
2015	SBFLE797	0	261	439	0.3927	0.242847182	2
2015	SBFLE798	0	261	427	0.0883	0.232037041	1
2015	SBFLE799	0	261	431	0.431	0.236111098	1
2015	SBFLE801	0	261	432	0.2553	0.356618547	2
2015	SBFLE802	0	261	429	0.2386	0.239200448	2
2015	SBFLE851	0	266	497	0.1998	0.243265625	1
2015	SBFLE852	0	266	457	0.1609	0.18252224	1
2015	SBFLE853	0	266	447	0.3114	0.049707001	1
2015	SBFLE854	0	266	441	0.2162	0.171429063	2
2015	SBFLE855	0	266	550	0.2369	0.262383593	2
2015	SBFLE856	0	266	432	0.0883	0.306191962	2
2015	SBFLE857	0	266	487	0.3083	0.33922875	1
2015	SBFLE858	0	266	445	0.1452	0.161211114	1
2015	SBFLE859	0	266	512	0.1204	0.19903987	2
2015	SBFLE860	0	266	438	0.282	0.118528295	1
2015	SBFLE861	0	266	416	0.2545	0.253812182	1
2015	SBFLE862	0	266	503	0.1676	0.17861157	2
2015	BE1080	0	267	395	0.2198	0.372019974	1
2015	BE1064	0	267	472	0.2147	0.122504503	1
2015	BE1065	0	267	456	0.2614	0.178464415	2
2015	BE1066	0	267	411	0.1419	0.245759974	1
2015	BE1067	0	267	447	0.2078	0.1031708	1
2015	BE1068	0	267	519	0.2889	0.116800196	2
2015	BE1069	0	267	406	0.2605	0.168791776	1
2015	BE1070	0	267	506	0.1951	0.112028578	2
2015	BE1071	0	267	597	0.2679	0.173062312	2
2015	BE1072	0	267	557	0.3356	0.177420168	2
2015	BE1073	0	267	504	0.3426	0.173307879	2
2015	BE1074	0	267	462	0.3067	0.332259264	1
2015	BE1075	0	267	489	0.4102	0.347023118	2
2015	BE1076	0	267	484	0.1251	0.185420505	2
2015	BE1077	0	267	497	0.5293	0.110219099	1
2015	BE1078	0	267	433	0.1203	0.188303164	2
2015	BE1081	0	267	473	0.0796	0.291854288	1
2015	BE1082	0	267	470	0.2372	0.228031129	1
2015	BE1083	0	267	441	0.0527	0.055858986	1
2015	BE1084	0	267	546	0.2542	0.366812686	2
2015	BE1085	0	267	466	0.1635	0.227855496	1
2015	BE1086	0	267	437	0.1037	0.049707001	1
2015	SBFLE839	0	271	359	0.1452	0.160753299	1
2015	BE1087	0	273	511	0.2	0.241066863	2
2015	BE1089	0	273	512	0.4116	0.220579132	1
2015	BE1090	0	273	416	0.394	0.266604394	1
2015	BE1091	0	273	420	0.0663	0.053463798	1
2015	BE1092	0	273	482	0.1709	0.057192994	1
2015	BE1094	0	273	480	0.2478	0.225499709	2
2015	BE0792	0	287	167	0.2351	0.106789201	2
2015	SBFLE882	0	287	423	0.0966	0.422856179	2
2015	SBFLE884	0	287	464	0.2289	0.283891637	1
2015	SBFLE885	0	287	530	0.2577	0.166766888	2
2015	SBFLE886	0	287	330	0.1343	0.234008615	1
2015	SBFLE887	0	287	463	0.1447	0.372544182	2
2015	SBFLE888	0	287	425	0.3489	0.168371543	1
2015	SBFLE890	0	287	406	0.1682	0.108104157	1
2015	SBFLE891	0	287	432	0.2035	0.128938624	1
2015	SBFLE892	0	287	460	0.1108	0.059336055	2
2015	SBFLE881	0	287	525	0.6272	0.467213283	1
2014	BE0466	0	288	442	0.279333333	0.190081379	2
2014	BE0473	1	288	428	0.361	0.112595469	1
2014	DE623	0	288	481	0.022111111	0.346876909	1
2014	DE624	0	288	468	0.053333333	0.118974028	2
2014	DE626	0	288	425	0.018	0.346557274	1
2014	DE627	0	288	512	0.364666667	0.333510545	2
2014	DE628	1	288	442	0.241555556	0.182098605	1
2014	DE630	0	288	460	0.050444444	0.239613588	1
2015	BE1096	0	288	504	0.2696	0.126830924	1
2015	BE1097	0	288	496	0.1798	0.17995738	1
2015	BE1098	0	288	480	0.0652	0.287813159	1
2014	SBFSE422	0	288	461	0.297555556	0.215060982	2
2014	DE619	0	288	408	0.048222222	0.129398951	1
2015	BE1079	0	288	415	0.2243	0.167151135	1
2015	BE1095	0	288	478	0.2313	0.161211114	2
2014	BE0413	0	296	353	0.490222222	0.166766888	2
2014	SBFLE652	0	296	413	0.056444444	0.17030524	1
2014	SBFLE653	0	296	440	0.366555556	0.17087213	1
2014	SBFLE654	1	296	386	0.030666667	0.306457485	1
2014	SBFLE655	0	296	564	0.375666667	0.272550061	2
2014	SBFLE656	1	296	401	0.303555556	0.22120537	1
2014	SBFLE658	0	296	429	0.077555556	0.221696945	2
2014	SBFLE650	0	296	400	0.372111111	0.536649491	1
2014	SBFLE673	0	296	465	0.041333333	0.243713453	2
2014	SBFLE578	0	296	440	0.040111111	0.054300087	2
2014	SBFLE659	0	297	491	0.136444444	0.176928197	1
2014	BE0419	1	297	422	0.43	0.279606258	2
2014	SBFLE661	0	297	458	0.253777778	0.120816519	2
2014	SBFLE663	0	297	469	0.264111111	0.123344769	1
2014	SBFLE664	1	297	462	0.081888889	0.115302231	2
2014	SBFLE665	1	297	437	0.333111111	0.30254967	1
2014	SBFLE666	0	297	532	0.033555556	0.32734128	2
2014	SBFLE667	0	297	408	0.056888889	0.129326021	1
2014	SBFLE668	0	297	433	0.086	0	1
2014	SBFLE669	0	297	453	0.038777778	0.128940317	2
2014	SBFLE647	0	297	438	0.128333333	0.065203722	1
2015	SBFLE904	0	302	380	0.1344	0.057044945	2
2014	DE631	0	302	465	0.153333333	0.227709282	1
2015	BE1100	0	302	412	0.2513	0.225818625	1
2014	BE0457	0	302	435	0.089444444	0.171997553	2
2014	BE0465	0	302	448	0.278777778	0.373068531	2
2014	DE634	0	302	474	0.212444444	0.052769636	2
2014	DE636	0	302	436	0.078555556	0.110159073	2
2014	DE637	0	302	389	0.217333333	0.235020503	1
2015	BE1101	0	302	439	0.172	0.131232959	1
2015	BE1102	1	302	425	0.1544	0.225809032	1
2014	SBFSE413	0	302	500	0.096555556	0.109322785	1
2014	SBFSE401	0	302	108	0.176444444	0.052769636	1
2015	SBFLE842	0	302	430	0.0945	0.335989709	1
2014	SBFLE670	0	310	472	0.140444444	0.111882586	2
2014	BE0500	0	310	332	0.505888889	0.123501033	2
2014	BE0501	0	310	450	0.175222222	0.287152172	1
2014	BE0503	0	310	396	0.039444444	0.119084775	1
2014	BE0504	0	310	456	0.350444444	0.161778005	1
2014	BE0505	0	310	444	0.161777778	0.328239866	1
2014	BE0506	1	310	456	0.039666667	0.2387773	1
2014	BE0507	0	310	477	0.705111111	0.423836026	1
2014	BE0508	0	310	524	0.129222222	0.213329872	2
2014	BE0509	0	310	415	0.309555556	0	2
2014	BE0510	0	310	439	0.366888889	0.117999344	2
2014	BE0511	0	310	445	0.211111111	0.113289631	1
2014	BE0512	1	310	405	0.106	0.218997496	1
2014	SBFLE672	1	310	420	0.280333333	0.057582499	2
2014	SBFSE581	0	314	367	0.030555556	0.291822516	1
2014	SBFSE580	0	314	446	0.016333333	0.108104157	2
