RELEASE_YEAR	SAMPLE	Detections	Release_Date	Weight	CB_ANCESTRY	HL	Sex
2014	BE0454	0	163	324	0.079222222	0.102476637	2
2013	SBFSE283	0	163	220	0.078	0.291296946	2
2015	BE0897	0	168	125	0.2543	0.199638039	1
2015	BE0899	0	168	276	0.2378	0.059755251	2
2015	BE0874	0	168	131	0.2932	0.238651753	1
2015	BE0900	0	168	261	0.2878	0.109063519	2
2015	BE0902	0	168	146	0.1857	0.054300087	1
2015	BE0903	0	168	196	0.3199	0	1
2015	BE0904	0	168	130	0.2182	0.22247402	2
2015	BE0905	0	168	150	0.2193	0.175128064	1
2015	BE0906	0	168	294	0.3289	0.23893766	1
2015	BE0907	0	168	470	0.138	0.397604015	1
2015	BE0908	0	168	488	0.4963	0.172689561	2
2015	BE0909	0	168	439	0.269	0.174561256	2
2015	BE0910	0	168	359	0.1343	0.113349601	1
2015	BE0911	0	168	449	0.2865	0.108965944	2
2015	BE0912	0	168	167	0.1879	0.316422172	1
2015	BE0913	0	168	232	0.1052	0.250434268	2
2015	BE0914	0	168	277	0.1529	0.114071456	1
2015	BE0915	0	168	521	0.6287	0.453230627	2
2015	BE0916	0	168	139	0.2773	0.321336841	2
2015	BE0917	0	168	511	0.2026	0.221455981	1
2015	BE0918	0	168	291	0.1124	0.261135255	2
2015	BE0920	0	168	148	0.2966	0.11683503	1
2014	SBFLE442	0	170	186	0.156555556	0.124293439	1
2014	DE455	0	170	256	0.076777778	0.180482802	2
2014	DE459	0	170	234	0.012888889	0.249253556	2
2014	DE461	0	170	280	0.013666667	0.345434617	1
2014	DE467	1	170	247	0.012555556	0.375587197	2
2014	DE472	0	170	233	0.012777778	0.120893483	2
2014	DE480	0	170	194	0.018777778	0.228213472	1
2014	DE482	0	170	194	0.011777778	0.451445196	2
2014	SBFSE478	0	170	280	0.097888889	0	1
2014	SBFSE490	0	170	257	0.094222222	0.27106295	2
2014	SBFLE521	0	170	479	0.059777778	0.05244711	2
2014	SBFLE522	1	170	383	0.076222222	0.112089573	2
2014	SBFLE523	1	170	369	0.026	0.06879809	2
2014	SBFLE524	0	170	363	0.039444444	0.22350337	2
2014	SBFLE525	0	170	221	0.323	0.065245513	2
2014	SBFLE526	0	170	186	0.143111111	0.105014807	1
2014	SBFLE527	0	170	414	0.202	0.055858986	2
2014	SBFLE528	0	170	347	0.074444444	0.357569772	2
2014	SBFLE529	0	170	408	0.154888889	0.055678573	1
2014	SBFLE530	1	170	391	0.106666667	0.262465012	2
2014	SBFLE531	1	170	418	0.158222222	0.056440196	1
2014	SBFLE532	0	170	245	0.155333333	0.116231613	2
2014	SBFLE533	0	170	508	0.022777778	0.299572142	2
2014	SBFLE534	0	170	591	0.322333333	0.176364788	2
2014	SBFLE535	0	170	348	0.070222222	0.058938224	1
2014	SBFLE536	0	170	445	0.100444444	0.231762541	2
2014	SBFLE537	0	170	171	0.105111111	0.194647968	1
2014	SBFLE538	0	170	424	0.272111111	0.127617799	2
2014	SBFLE539	0	170	330	0.049888889	0.122798069	1
2014	SBFLE540	0	170	391	0.063444444	0.1840288	1
2014	SBFLE541	0	170	473	0.175666667	0.174461136	2
2014	SBFLE542	0	170	257	0.217	0.413024652	1
2014	SBFLE543	0	170	352	0.06	0.283323224	2
2014	SBFLE544	0	170	455	0.148666667	0.128366086	1
2014	SBFLE545	0	170	358	0.089555556	0.052769636	1
2014	SBFLE546	0	170	479	0.049888889	0.177317277	2
2014	SBFLE547	0	170	281	0.031111111	0.31521547	1
2014	SBFLE548	0	170	212	0.219333333	0.180193288	1
2014	SBFLE549	0	170	323	0.128111111	0.053174154	1
2014	SBFLE550	0	170	381	0.056444444	0.124293439	2
2014	SBFLE551	0	170	413	0.031888889	0.197403735	2
2016	BE1236	0	174	188	0.169888889	0.363132702	2
2016	BE1237	0	174	235	0.209666667	0.377838497	1
2016	BE1238	0	174	110	0.301888889	0.314225844	2
2016	BE1239	0	174	169	0.170777778	0.253161747	2
2016	BE1240	0	174	136	0.143444444	0.280608195	1
2016	BE1241	0	174	333	0.307	0.207023466	2
2016	BE1242	0	174	106	0.198777778	0.175528551	2
2016	BE1243	0	174	100	0.271111111	0.420263835	1
2016	BE1244	0	174	100	0.249111111	0.293150342	2
2016	BE1245	0	174	361	0.254444444	0.358591396	1
2016	BE1246	0	174	318	0.325444444	0.357851593	1
2016	BE1247	0	174	347	0.170777778	0.122255801	2
2016	BE1248	0	174	290	0.146222222	0.260815743	2
2012	SBFLE010	1	174	268	0.0038	0.338339461	2
2012	SBFLE042	1	174	270	0.0009	0.176120155	1
2012	SBFLE043	1	174	180	0.0018	0.235605633	2
2012	SBFLE044	0	174	169	0.0028	0.240605132	1
2012	SBFLE045	1	174	194	0.0018	0.107625489	2
2012	SBFLE046	1	174	275	0.0016	0.159029786	2
2012	SBFLE041	1	174	284	0.0008	0.59178065	1
2012	SBFLE049	1	174	240	0.0009	0.612332667	2
2014	DE457	0	175	282	0.034111111	0.344722626	2
2014	DE443	0	175	389	0.014111111	0.467591673	2
2014	SBFLE470	0	175	193	0.032	0.184099192	1
2014	SBFLE579	0	176	292	0.069666667	0.060542357	2
2014	SBFLE552	0	176	462	0.058111111	0.113559029	2
2014	SBFLE553	0	176	486	0.370777778	0.116609626	1
2014	SBFLE554	0	176	387	0.063333333	0.229498872	2
2014	SBFLE555	0	176	555	0.073666667	0.167056458	1
2014	SBFLE556	0	176	348	0.056	0.426126518	1
2014	SBFLE557	0	176	391	0.242333333	0	2
2014	SBFLE558	0	176	438	0.147888889	0	1
2014	SBFLE559	1	176	448	0.241888889	0.173663119	1
2014	SBFLE560	0	176	422	0.258777778	0.06305706	2
2014	SBFLE561	0	176	483	0.237666667	0.229189385	1
2014	SBFLE563	0	176	470	0.270888889	0.171579754	1
2014	SBFLE564	0	176	496	0.061444444	0.115203199	2
2014	SBFLE565	0	176	495	0.020888889	0.06879809	2
2014	SBFLE566	0	176	462	0.086111111	0.256965045	1
2014	SBFLE567	1	176	437	0.046222222	0.255998579	1
2014	SBFLE568	0	176	310	0.037777778	0.253570533	2
2014	SBFLE569	0	176	329	0.390888889	0.121948166	1
2014	SBFLE570	0	176	392	0.179333333	0.124323559	1
2014	SBFLE571	1	176	396	0.025555556	0.193553601	1
2014	SBFLE572	0	176	529	0.226888889	0.121812416	2
2014	SBFLE573	0	176	329	0.051888889	0.187599738	1
2014	SBFLE574	0	176	389	0.066555556	0.25323623	2
2014	SBFLE575	0	176	306	0.075555556	0.129933169	1
2014	SBFLE576	0	176	297	0.267111111	0.249262353	2
2014	SBFLE577	0	176	317	0.044	0.184500323	1
2014	SBFSE497	0	177	285	0.090888889	0.331179033	1
2014	SBFSE498	0	177	342	0.113888889	0.285106529	1
2014	SBFSE499	0	177	169	0.024888889	0.216602557	2
2014	SBFSE500	0	177	261	0.018888889	0.225082913	2
2014	SBFSE501	0	177	262	0.129555556	0.119084775	1
2014	SBFSE502	0	177	559	0.136777778	0.228941645	2
2014	SBFSE503	0	177	193	0.095222222	0.457637739	2
2014	SBFSE504	0	177	250	0.018	0.227514401	2
2014	SBFSE505	0	177	303	0.144777778	0.053463798	1
2014	SBFSE506	0	177	196	0.019888889	0.282104597	1
2014	SBFSE507	0	177	424	0.032555556	0.227330892	2
2014	SBFSE508	0	177	307	0.026777778	0.219792463	1
2014	SBFSE509	0	177	401	0.302444444	0.163815934	1
2014	SBFSE510	0	177	509	0.058222222	0.056450413	2
2014	SBFSE511	0	177	243	0.125222222	0.159029786	2
2014	SBFSE512	0	177	416	0.208777778	0.104007088	1
2014	SBFSE513	0	177	458	0.213555556	0.278726657	1
2014	SBFSE514	0	177	448	0.140444444	0.17903597	1
2014	SBFSE515	0	177	318	0.157888889	0.216602557	1
2014	SBFSE516	0	177	308	0.056444444	0.164273749	1
2014	SBFSE517	0	177	417	0.019222222	0.218860204	2
2014	SBFSE518	0	177	478	0.337666667	0.053463798	1
2014	SBFSE519	0	177	416	0.172888889	0.169611078	1
2014	SBFSE520	0	177	378	0.088222222	0.193912621	1
2014	SBFSE521	0	177	336	0.179	0.233235028	2
2014	SBFSE522	0	177	266	0.291111111	0.211799422	2
2014	SBFSE523	1	177	331	0.038555556	0.23279344	2
2014	SBFSE524	0	177	295	0.423111111	0.221212967	2
2014	SBFSE525	0	177	403	0.248222222	0.270361191	1
2014	SBFSE526	0	177	407	0.083	0.161429559	2
2014	SBFSE527	0	177	432	0.096222222	0.155940436	1
2014	SBFSE528	0	177	374	0.026	0.124232798	1
2014	SBFSE529	0	177	421	0.503444444	0.289568651	2
2014	SBFSE530	0	177	290	0.032111111	0.396697507	2
2014	SBFSE531	0	177	429	0.095888889	0.19580078	2
2014	SBFSE532	0	177	492	0.303888889	0.276473364	2
2014	SBFSE533	0	177	245	0.321666667	0.234364352	2
2014	SBFSE534	0	177	180	0.080333333	0.225763229	1
2014	SBFSE535	0	177	254	0.071111111	0.105570573	1
2014	SBFSE536	0	177	456	0.052666667	0.502103396	2
2014	SBFSE537	0	177	418	0.027333333	0.175263014	1
2014	SBFSE538	0	177	447	0.028555556	0.168244657	1
2016	LE1037	0	180	140	0.112666667	0.06267867	1
2016	LE1038	0	180	153	0.136888889	0.405655019	2
2016	LE1039	0	180	117	0.263888889	0.3487464	1
2016	LE1040	0	180	403	0.230333333	0.288563726	1
2016	LE1041	0	180	324	0.267666667	0.346905874	2
2016	LE1042	0	180	349	0.389	0.295669955	2
2016	LE1043	0	180	338	0.136555556	0.535287658	2
2016	LE1044	0	180	128	0.130777778	0.335805877	2
2016	LE1045	0	180	274	0.124111111	0.45505627	1
2013	DE243	0	179	151	0.000888889	0.161589587	1
2013	SBFLE228	0	179	228	0.0395	0.220579132	2
2013	DE244	1	179	160	0.001555556	0.22120537	1
2013	DE247	0	179	157	0.000888889	0.162404243	2
2013	DE248	0	179	253	0.000666667	0.597352811	1
2013	DE264	0	179	181	0.000777778	0.533117095	2
2013	DE265	0	179	404	0.002555556	0.515672152	2
2013	DE269	0	179	169	0.000888889	0.349087762	2
2013	DE270	0	179	407	0.000888889	0.232096685	1
2013	DE273	0	179	398	0.001555556	0.117999344	2
2013	DE274	0	179	358	0.000888889	0.406890946	1
2013	DE275	0	179	456	0.000888889	0.221170144	2
2013	SBFLE233	0	179	308	0.0175	0.108104157	2
2013	SBFLE234	1	179	204	0.0205	0.171463143	2
2013	SBFLE236	0	179	435	0.4806	0.234615909	1
2013	SBFLE244	0	179	449	0.7589	0.468135649	1
2013	SBFSE303	0	179	149	0.053625	0.167589718	1
2013	SBFSE307	0	179	354	0.18525	0.232882421	1
2013	SBFSE313	0	179	270	0.104875	0.375927178	2
2013	SBFSE314	0	179	266	0.05875	0.280257107	1
2013	SBFSE315	1	179	269	0.044875	0.180652028	2
2013	SBFSE316	0	179	112	0.06175	0.329019277	1
2013	SBFSE317	0	179	146	0.056875	0.105570573	1
2013	DE246	0	179	396	0.342777778	0.162928709	1
2013	DE250	0	179	192	0.000888889	0.579593334	1
2013	DE252	0	179	221	0.000888889	0.48337845	1
2013	DE256	0	179	372	0.001222222	0.185257937	1
2013	DE258	0	179	235	0.000888889	0.473384065	2
2013	DE260	0	179	146	0.000888889	0.176556528	1
2013	DE262	0	179	203	0.000888889	0.700232428	2
2013	DE267	0	179	226	0.000888889	0.42281661	2
2013	SBFLE231	0	179	539	0.363	0.109184389	2
2013	SBFLE242	0	179	413	0.0839	0.283751719	2
2013	SBFSE300	0	179	154	0.031875	0.305850748	2
2013	SBFSE306	0	179	332	0.108	0.06305706	2
2013	SBFSE311	0	179	283	0.0575	0	1
2013	SBFSE282	0	180	430	0.248	0.110907902	1
2013	SBFSE299	0	180	139	0.05375	0.114380943	1
2013	DE245	0	180	428	0.000888889	0.22120537	1
2013	DE249	0	180	246	0.000888889	0.410925198	2
2013	DE251	0	180	402	0.000666667	0.475834307	1
2013	DE253	0	180	362	0.000888889	0.420058662	1
2013	DE257	0	180	371	0.000888889	0.58151372	1
2013	DE259	0	180	96	0.001	0.639230201	1
2013	DE261	0	180	215	0.000888889	0.271242667	1
2013	DE266	0	180	359	0.000888889	0.472997995	2
2013	DE277	0	180	430	0.001111111	0.278409397	2
2013	SBFLE230	0	180	344	0.0215	0.122504503	2
2013	SBFLE237	0	180	346	0.0491	0.114910723	2
2013	SBFLE245	0	180	220	0.5019	0.163484475	1
2013	SBFSE304	0	180	422	0.058375	0.102476637	2
2013	SBFSE308	0	180	148	0.026625	0.173586571	1
2013	DE254	0	180	153	0.001555556	0.162404243	2
2013	DE255	0	180	182	0.000888889	0.425288812	1
2013	SBFLE238	0	180	246	0.0242	0.192527159	1
2013	SBFLE239	1	180	420	0.0395	0.112584344	2
2013	SBFLE240	0	180	360	0.0523	0	2
2013	SBFSE309	1	180	240	0.045	0.290241959	2
2013	SBFSE310	0	180	129	0.052625	0.227495068	1
2016	LE1046	1	182	168	0.187444444	0.160533521	1
2016	LE1047	0	182	169	0.261777778	0.174523528	2
2016	LE1049	0	182	158	0.380333333	0.288044062	2
2016	LE1050	0	182	178	0.108444444	0.268637678	2
2014	DE509	0	181	447	0.023222222	0.282518341	2
2014	DE510	0	181	349	0.154555556	0.265436647	2
2014	DE511	0	181	345	0.016222222	0.237622431	2
2014	DE512	0	181	428	0.142	0.16484064	1
2014	DE513	0	181	278	0.014777778	0.055858986	1
2014	DE514	1	181	552	0.471555556	0.115826696	2
2014	DE515	0	181	410	0.106	0.119419935	2
2014	DE516	0	181	400	0.026888889	0.660318186	2
2014	DE517	0	181	393	0.014222222	0.123932884	2
2014	DE518	0	181	531	0.297444444	0.163622871	1
2014	DE519	0	181	454	0.225222222	0.159034371	2
2014	DE520	0	181	340	0.148333333	0.112385671	1
2014	DE521	1	181	508	0.198333333	0.106233434	2
2014	DE522	0	181	318	0.331111111	0.237429754	2
2014	DE523	0	181	444	0.013111111	0.236471653	1
2014	DE524	0	181	438	0.298555556	0.053463798	1
2014	DE525	0	181	289	0.018222222	0.277925256	1
2014	DE508	0	181	484	0.060666667	0.286409092	2
2014	SBFLE580	0	182	456	0.214	0.160059137	2
2014	SBFLE581	0	182	484	0.079777778	0.166884431	2
2014	SBFLE582	0	182	465	0.227222222	0.328782764	2
2014	SBFLE583	0	182	420	0.054222222	0.371881462	2
2014	SBFLE584	0	182	463	0.195111111	0.293052652	2
2014	SBFLE585	0	182	378	0.026111111	0.057582499	1
2014	SBFLE586	0	182	467	0.394888889	0.110907902	2
2014	SBFLE587	0	182	408	0.068888889	0.16637109	1
2014	SBFLE588	0	182	389	0.022333333	0.170126783	1
2014	SBFLE589	0	182	478	0.169	0.117443578	2
2014	SBFLE590	0	182	468	0.124777778	0.174833015	2
2014	SBFLE591	0	182	371	0.190777778	0	1
2014	SBFLE592	0	182	428	0.023	0.311444115	1
2014	SBFLE593	1	182	486	0.280555556	0.228041993	1
2014	SBFLE594	0	182	444	0.418888889	0.300875469	2
2014	SBFLE595	0	182	476	0.127555556	0.244156325	2
2014	SBFLE596	0	182	490	0.175444444	0.279538334	1
2014	SBFLE598	0	182	297	0.496111111	0.102476637	1
2014	SBFLE599	0	182	525	0.495	0.233760554	2
2014	SBFLE600	0	182	203	0.115666667	0.109532834	2
2014	SBFLE601	0	182	593	0.019888889	0.337667258	2
2014	SBFLE602	0	182	405	0.269888889	0.107289501	1
2014	SBFLE603	0	182	497	0.050888889	0.165711073	2
2014	SBFLE604	0	182	409	0.145333333	0.180191151	2
2014	SBFLE605	0	182	293	0.046	0.290460658	1
2014	SBFLE606	1	182	481	0.12	0.177788067	2
2014	SBFLE607	0	182	439	0.241	0.342203887	1
2014	SBFLE608	0	182	517	0.491777778	0.184623657	1
2014	SBFLE609	0	182	518	0.187555556	0.258807721	2
2014	SBFLE610	0	182	385	0.033111111	0.131854021	1
2014	DE417	0	183	535	0.613	0.40257311	1
2014	SBFSE539	0	183	475	0.266555556	0.168454455	2
2012	SBFSE064	1	183	510	0.6023	0.280844712	2
2012	SBFSE066/054	0	183	302	0.2504	0.130238219	1
2012	SBFSE067	0	183	179	0.0393	0.182131188	2
2012	SBFSE068	1	183	172	0.2239	0.177128516	1
2012	SBFSE069	1	183	147	0.3236	0.289310053	1
2012	SBFSE070	1	183	146	0.0541	0.180483751	2
2012	SBFSE071	1	183	255	0.344	0	1
2012	SBFSE072	0	183	213	0.7042	0.286370887	1
2014	SBFSE540	1	183	454	0.044444444	0.111882586	1
2014	SBFSE541	0	183	462	0.033333333	0.164652222	1
2014	SBFSE542	0	183	332	0.033222222	0.174788753	1
2014	SBFSE543	0	183	453	0.032111111	0.049707001	1
2014	SBFSE544	0	183	382	0.022	0.231021999	1
2014	SBFSE545	0	183	409	0.022	0.285232673	1
2014	SBFSE546	0	183	503	0.037222222	0.22120537	1
2014	SBFSE547	0	183	440	0.075666667	0.052245171	1
2014	SBFSE548	0	183	481	0.092777778	0.23702497	2
2014	SBFSE549	0	183	348	0.032666667	0.170049303	1
2014	SBFSE550	0	183	304	0.228111111	0.273415315	1
2014	SBFSE551	0	183	345	0.051	0.113559029	2
2014	SBFSE552	0	183	545	0.226666667	0.273389328	2
2014	SBFSE553	0	183	366	0.027	0.22684866	2
2014	SBFSE554	0	183	462	0.031555556	0.101952172	1
2014	SBFSE555	0	183	244	0.018777778	0.488297057	1
2014	SBFSE556	0	183	380	0.097333333	0.217591555	1
2014	SBFSE558	0	183	367	0.046111111	0.23193978	2
2014	SBFSE559	0	183	486	0.071333333	0.177558201	1
2012	SBFSE063	0	184	149	0.0285	0.166766888	1
2014	DE527	0	184	378	0.294777778	0.299316549	2
2014	DE528	0	184	368	0.233444444	0.190835433	1
2014	DE529	0	184	406	0.176	0.379938012	1
2014	DE530	0	184	461	0.052333333	0.129433696	2
2014	DE532	0	184	401	0.020222222	0.32173732	2
2014	DE533	0	184	427	0.076555556	0.180209328	1
2014	DE534	0	184	445	0.127555556	0.24441137	2
2014	DE535	0	184	224	0.022222222	0.335959197	1
2014	DE536	0	184	478	0.022111111	0.18464195	2
2014	DE537	0	184	425	0.014222222	0.23650081	2
2014	DE538	0	184	477	0.029333333	0.406605987	1
2014	DE539	0	184	377	0.023888889	0.41233324	1
2014	DE540	0	184	226	0.013111111	0.354790273	1
2014	DE541	0	184	388	0.021888889	0.339979746	1
2014	DE542	0	184	226	0.029777778	0.233025231	1
2014	DE543	0	184	393	0.014888889	0.243167295	1
2016	BE1249	0	189	306	0.356333333	0.26947007	2
2016	BE1250	0	189	268	0.266111111	0.318111263	1
2016	BE1251	0	189	197	0.119888889	0.209577661	2
2016	BE1252	0	189	244	0.193222222	0.284811755	1
2016	BE1253	0	189	356	0.250333333	0.227296143	1
2016	BE1254	0	189	364	0.172555556	0.117973358	1
2016	BE1259	1	189	203	0.227888889	0.279949486	2
2016	BE1260	0	189	324	0.379555556	0.277844018	2
2016	BE1261	0	189	409	0.313222222	0.108628622	2
2016	BE1262	0	189	194	0.314666667	0.330084603	2
2016	BE1263	0	189	214	0.366222222	0.466732813	2
2015	SBFLE770	0	189	498	0.1117	0.255720746	2
2015	SBFLE771	0	189	439	0.1342	0.171818081	2
2015	SBFLE772	0	189	125	0.212	0.247191319	1
2015	SBFLE773	0	189	440	0.1923	0.300568745	1
2015	SBFLE774	0	189	286	0.2549	0.358711474	1
2015	SBFLE775	0	189	449	0.2954	0.341144325	1
2015	SBFLE776	0	189	189	0.1158	0.335096787	1
2015	SBFLE777	0	189	566	0.337	0.16230247	2
2015	SBFLE778	0	189	459	0.1514	0.231878155	2
2015	SBFLE779	0	189	239	0.1458	0.052245171	1
2015	SBFLE780	0	189	465	0.1308	0.12916077	1
2015	SBFLE781	0	189	215	0.2454	0.302154402	1
2015	SBFLE782	0	189	342	0.2101	0.108965944	1
2015	SBFLE783	0	189	371	0.1593	0.417570835	1
2015	SBFLE784	0	189	320	0.1168	0.049707001	1
2015	SBFLE785	0	189	202	0.2756	0.350818872	1
2015	SBFLE769	0	189	182	0.2326	0.171863058	1
2015	BE0922	0	190	214	0.1402	0.373650304	1
2013	DE278	0	190	174	0.001555556	0	1
2013	DE279	1	190	350	0.001555556	0.181652698	1
2013	DE280	0	190	350	0.006777778	0.112385671	1
2013	DE281	0	190	145	0.000888889	0.479785444	1
2013	DE282	0	190	345	0.000888889	0.057582499	2
2013	DE283	1	190	411	0.038444444	0.399794454	2
2013	DE284	0	190	447	0.001666667	0.110159073	2
2013	DE285	0	190	144	0.002555556	0.457087084	2
2013	DE286	0	190	141	0.000888889	0.406702741	2
2013	DE287	0	190	164	0.000888889	0.404255433	1
2013	DE288	0	190	372	0.377111111	0.108104157	2
2013	DE289	0	190	159	0.000666667	0.1031708	2
2013	DE290	0	190	151	0.000888889	0.432137116	1
2013	DE291	0	190	134	0.000888889	0.307822787	1
2013	DE292	0	190	182	0.000888889	0.570669034	1
2013	DE293	0	190	419	0.000888889	0.337756561	1
2013	DE294	0	190	280	0.000666667	0.644515337	1
2013	DE296	0	190	338	0.000666667	0.52753658	1
2013	DE297	0	190	402	0.000888889	0.562035684	1
2013	DE298	0	190	281	0.040111111	0.159866074	1
2013	DE299	0	190	314	0.000888889	0.588008075	1
2013	DE301	0	190	427	0.001111111	0.167706346	1
2013	DE302	0	190	425	0.000888889	0.236195714	1
2015	BE0923	0	190	207	0.0889	0.113559029	1
2015	BE0924	0	190	383	0.2862	0.216078091	2
2015	BE0925	0	190	524	0.1306	0.114951021	1
2015	BE0926	0	190	265	0.1667	0.297565095	2
2015	BE0927	0	190	423	0.2903	0.191843478	2
2015	BE0928	0	190	425	0.1837	0.250635892	1
2015	BE0929	0	190	318	0.0941	0.335295221	2
2015	BE0931	0	190	361	0.1478	0.22742876	2
2015	BE0933	0	190	358	0.3006	0.295495357	1
2015	BE0934	0	190	559	0.6507	0.447879476	2
2015	BE0935	0	190	191	0.195	0.305730423	2
2015	BE0936	0	190	190	0.3001	0.05710614	1
2015	BE0937	0	190	419	0.0959	0.107625489	2
2015	BE0938	0	190	309	0.2421	0.290025005	1
2015	BE0940	0	190	436	0.1581	0.176887718	2
2015	BE0941	0	190	265	0.4213	0.392692548	2
2015	BE0942	0	190	397	0.2519	0.063998792	1
2013	SBFSE320	0	196	370	0.386	0.22797633	2
2013	SBFLE247	0	196	261	0.033	0.054300087	1
2013	SBFSE322	2	196	450	0.3715	0.174182783	1
2013	SBFSE323	1	196	440	0.27675	0.242105189	1
2013	SBFSE324	1	196	448	0.329125	0.15580204	2
2015	BE0852	0	197	113	0.153	0.316934183	2
2015	BE0944	0	197	441	0.3743	0.136621389	1
2015	BE0945	0	197	342	0.1346	0.353985893	2
2015	BE0946	0	197	404	0.224	0.049707001	2
2015	BE0947	0	197	290	0.1522	0.335558664	2
2015	BE0951	0	197	446	0.3724	0.233406039	1
2015	BE0952	0	197	312	0.255	0.1031708	2
2015	BE0953	0	197	263	0.1465	0.180403339	1
2015	BE0954	0	197	336	0.1143	0.109532834	2
2015	BE0957	0	197	385	0.1632	0.302618063	1
2015	BE0958	0	197	344	0.1648	0.28848564	2
2015	BE0961	0	197	421	0.0477	0.351129589	2
2015	BE0962	0	197	524	0.1425	0.304546103	1
2015	BE0963	0	197	304	0.1433	0.183032762	1
2015	BE0964	0	197	221	0.1617	0.165534802	1
2015	BE0965	0	197	270	0.2559	0.293709259	2
2015	BE0966	0	197	521	0.184	0.311875364	2
2015	BE0967	0	197	401	0.3919	0	1
2015	BE0949	0	197	495	0.2727	0.102476637	2
2015	BE0956	0	197	500	0.1758	0.288484301	1
2015	BE0960	0	197	410	0.3199	0.350640886	1
2015	BE0943	0	197	222	0.2236	0.16921081	1
2015	BE0948	0	202	454	0.2382	0.321336841	1
2015	BE0955	0	202	574	0.1141	0.053463798	2
2015	BE0959	0	202	393	0.1061	0.469734006	1
2012	SBFLE048	0	205	170	0.0028	0.121062708	2
2012	SBFLE050	0	205	298	0.0018	0.057582499	2
2012	SBFSE062/024	1	205	333	0.7887	0.32217313	2
2014	SBFLE486/629	0	204	578	0.273	0.428610662	1
2014	SBFLE611	0	204	475	0.167	0.180182654	2
2012	SBFSE074	0	205	280	0.0217	0.161567955	1
2012	SBFLE051	0	205	193	0.0029	0.23098705	1
2012	SBFLE052	0	205	240	0.0009	0.063292636	1
2012	SBFLE053	0	205	196	0.0009	0.058938224	1
2012	SBFLE054	0	205	335	0.0009	0.180049274	2
2012	SBFLE055	0	205	275	0.0006	0.175031392	2
2012	SBFSE075	0	205	245	0.0284	0.306794746	1
2012	SBFSE076	0	205	216	0.1477	0.167064148	1
2012	SBFSE077	0	205	244	0.283	0.164967911	2
2012	SBFSE078	0	205	251	0.3766	0.064364455	1
2012	SBFSE079	0	205	194	0.0204	0.347109829	1
2012	SBFSE080/055	1	205	331	0.0208	0.055858986	2
2012	SBFSE081	1	205	227	0.0675	0.282375139	1
2013	DE307	0	204	101	0.000888889	0.225288845	2
2013	DE308	0	204	224	0.000888889	0.426713474	2
2013	DE309	0	204	135	0.000888889	0.103032404	2
2013	DE310	0	204	344	0.002	0.232431355	1
2013	DE311	0	204	216	0.000888889	0.571105236	1
2013	DE312	0	204	474	0.002333333	0.055858986	2
2013	DE313	0	204	254	0.000888889	0.061598982	1
2013	DE314	0	204	139	0.000888889	0.514697555	2
2013	DE315	0	204	236	0.000888889	0.408147219	1
2013	DE316	0	204	121	0.000888889	0.434727142	1
2013	DE317	0	204	414	0.002555556	0.108104157	1
2013	DE318	0	204	113	0.000888889	0.565160456	2
2013	DE319	0	204	235	0.000888889	0.064673942	1
2013	DE320	0	204	237	0.001	0.408071728	2
2013	DE321	0	204	320	0.000888889	0.225082913	1
2013	DE323	0	204	400	0.000888889	0.415465577	2
2013	DE324	1	204	373	0.372444444	0	1
2013	DE325	0	204	97	0.001222222	0.107763885	1
2013	DE326	0	204	466	0.001333333	0.166059267	2
2013	DE327	0	204	410	0.211777778	0.109532834	2
2013	DE328	1	204	465	0.109222222	0.049707001	1
2014	SBFLE612	0	204	455	0.256666667	0.127767004	2
2014	SBFLE613	0	204	389	0.128444444	0.109184389	2
2014	SBFLE614	0	204	344	0.034888889	0.106789201	1
2014	SBFLE615	1	204	508	0.200444444	0.123683947	2
2014	SBFLE616	0	204	515	0.033	0.233412404	2
2014	SBFLE617	0	204	422	0.264555556	0.165920871	2
2014	SBFLE618	0	204	491	0.194333333	0.279279444	2
2014	SBFLE619	0	204	304	0.218555556	0.228075076	1
2014	SBFLE620	0	204	468	0.358777778	0.289660397	2
2014	SBFLE621	0	204	496	0.553333333	0.348145752	2
2014	SBFLE622	0	204	519	0.461111111	0.246287407	2
2014	SBFLE623	0	204	330	0.067888889	0.052245171	1
2014	SBFLE624	0	204	459	0.032555556	0.244341805	2
2014	SBFLE625	0	204	516	0.179666667	0.24163918	2
2014	SBFLE626	0	204	447	0.042888889	0.0571606	1
2014	SBFLE628	0	204	397	0.267777778	0.12343108	1
2014	SBFLE630	0	204	404	0.135	0.118537656	2
2014	SBFLE631	0	204	478	0.060222222	0.171992923	1
2014	SBFLE632	1	204	532	0.342111111	0.216061104	1
2014	SBFLE633	0	204	412	0.030111111	0.287508516	1
2014	SBFLE634	0	204	537	0.178333333	0.348408409	1
2013	DE304	0	204	108	0.000888889	0.053325402	2
2013	DE306	0	204	115	0.000888889	0.528386186	1
2014	DE415	1	205	540	0.167444444	0.22247402	2
2014	SBFSE560	0	205	490	0.230666667	0.112584344	1
2014	SBFSE561	0	205	472	0.090333333	0.223767957	2
2014	SBFSE562	0	205	357	0.012333333	0.219309319	1
2014	SBFSE563	0	205	296	0.040666667	0.459528037	1
2014	SBFSE564	0	205	468	0.046444444	0.283997336	2
2014	SBFSE565	0	205	426	0.020888889	0.116004072	1
2014	SBFSE566	0	205	396	0.041444444	0.406506621	2
2014	SBFSE567	0	205	421	0.221444444	0.273596533	2
