Year,Sample,CB,NV,WY,UT
2018,WA00384,0.1853,0.595,0.2132,0.0064
2018,WA00385,0.1226,0.7174,0.1428,0.0169
2018,WA00386,0.1966,0.6571,0.1397,0.0067
2018,WA00387,0.166,0.695,0.1318,0.0071
2018,WA00388,0.1924,0.5961,0.2018,0.0097
2018,WA00389,0.159,0.6437,0.1887,0.0088
2018,WA00390,0.1559,0.7177,0.1169,0.0093
2018,WA00391,0.1481,0.6705,0.1731,0.0079
2018,WA00392,0.1409,0.7327,0.1197,0.0068
2018,WA00393,0.1925,0.668,0.1308,0.0088
2018,WA00394,0.1842,0.6545,0.1556,0.0058
2018,WA00395,0.1707,0.6856,0.1372,0.0067
2018,WA00396,0.1738,0.6999,0.1167,0.0097
2018,WA00397,0.2042,0.67,0.1147,0.0112
2018,WA00398,0.1842,0.5807,0.228,0.0073
2018,WA00399,0.1882,0.6772,0.1272,0.0077
2018,WA00400,0.1569,0.6905,0.1458,0.0071
2018,WA00401,0.1523,0.7045,0.122,0.0211
2018,WA00402,0.1756,0.6174,0.1995,0.0073
2018,WA00403,0.234,0.6439,0.1064,0.0155
2018,WA00404,0.1431,0.5765,0.2744,0.0063
2018,WA00405,0.1759,0.6405,0.1724,0.0112
2018,WA00406,0.1371,0.6558,0.1944,0.0128
2018,WA00407,0.2385,0.5523,0.2026,0.0067
2018,WA00408,0.1731,0.6171,0.1976,0.012
2018,WA00409,0.146,0.6158,0.2296,0.0088
2018,WA00410,0.1555,0.6347,0.1987,0.0112
2018,WA00411,0.1392,0.7057,0.1476,0.0075
2018,WA00412,0.1784,0.6055,0.2076,0.0087
2018,WA00413,0.2183,0.6637,0.1052,0.0128
2018,WA00414,0.1722,0.6744,0.1394,0.014
2018,WA00415,0.2116,0.6326,0.1302,0.0258
2018,WA00416,0.1119,0.6658,0.2104,0.0118
2018,WA00417,0.2356,0.6211,0.1335,0.0095
2018,WA00418,0.189,0.6482,0.1539,0.0089
2018,WA00419,0.195,0.683,0.1122,0.0097
2018,WA00420,0.179,0.6459,0.1645,0.0106
2018,WA00421,0.2502,0.6146,0.1278,0.0073
2018,WA00422,0.2701,0.5896,0.1324,0.0077
2018,WA00423,0.1615,0.611,0.2022,0.0251
2018,WA00424,0.1462,0.6329,0.2066,0.0144
2018,WA00425,0.2587,0.5957,0.1387,0.007
2018,WA00426,0.2742,0.5875,0.1313,0.0073
2018,WA00427,0.1751,0.6448,0.1622,0.018
2018,WA00428,0.266,0.5979,0.1287,0.0073
2018,WA00429,0.1459,0.7021,0.1449,0.0073
2018,WA00430,0.1606,0.6769,0.1543,0.0079
2018,WA00431,0.1868,0.538,0.2693,0.006
2018,WA00432,0.1702,0.5902,0.2328,0.0067
2018,WA00433,0.1943,0.6389,0.1605,0.0067
2018,WA00434,0.1449,0.6146,0.234,0.0064
2018,WA00435,0.1653,0.6351,0.1933,0.0065
2018,WA00436,0.1435,0.7134,0.1311,0.0124
2018,WA00437,0.1888,0.6025,0.1998,0.009
2018,WA00438,0.2495,0.6193,0.1187,0.0125
2018,WA00439,0.2412,0.6117,0.1399,0.0072
2018,WA00440,0.1853,0.6494,0.1547,0.0103
2018,WA00441,0.1317,0.7016,0.1559,0.0108
2018,WA00177,0.1455,0.6883,0.1595,0.0066
2018,WA00248,0.1126,0.6503,0.2049,0.0322
2018,WA00250,0.2146,0.5974,0.1747,0.0134
2018,WA00251,0.1629,0.5787,0.2424,0.0158
2018,WA00254,0.2074,0.5349,0.2336,0.0241
2018,WA00258,0.1541,0.5906,0.2419,0.0132
2018,WA00259,0.148,0.6003,0.2336,0.0183
2018,WA00275,0.1917,0.5702,0.2209,0.0173
2018,WA00276,0.269,0.5613,0.1577,0.0117
2018,WA00277,0.2011,0.5504,0.2328,0.0156
2018,WA00278,0.1351,0.5868,0.2627,0.0153
2018,WA00282,0.1553,0.5436,0.2734,0.0279
2018,WA00286,0.1535,0.5229,0.3066,0.017
2018,WA00295,0.1846,0.6439,0.1573,0.0143
2018,WA00296,0.1307,0.6828,0.1603,0.0261
2018S,WA00280,0.1481,0.6531,0.1808,0.0182
2018S,WA00281,0.1989,0.4837,0.2992,0.018
2018S,WA00247,0.1813,0.5888,0.2104,0.0191
2018S,WA00248,0.1126,0.6503,0.2049,0.0322
2018S,WA00282,0.1553,0.5436,0.2734,0.0279
2018S,WA00249,0.2096,0.5405,0.2344,0.0154
2018S,WA00283,0.1866,0.5605,0.2356,0.0172
2018S,WA00284,0.2081,0.6249,0.1449,0.0223
2018S,WA00250,0.2146,0.5974,0.1747,0.0134
2018S,WA00277,0.2011,0.5504,0.2328,0.0156
2018S,WA00251,0.1629,0.5787,0.2424,0.0158
2018S,WA00252,0.2319,0.517,0.2383,0.0131
2018S,WA00253,0.1859,0.5973,0.1934,0.0236
2018S,WA00285,0.2447,0.5607,0.1812,0.0134
2018S,WA00278,0.1351,0.5868,0.2627,0.0153
2018S,WA00254,0.2074,0.5349,0.2336,0.0241
2018S,WA00255,0.3322,0.5222,0.1257,0.0199
2018S,WA00256,0.1688,0.6242,0.1914,0.0153
2018S,WA00257,0.1597,0.5592,0.2593,0.0218
2018S,WA00258,0.1541,0.5906,0.2419,0.0132
2018S,WA00259,0.148,0.6003,0.2336,0.0183
2018S,WA00279,0.1685,0.573,0.2324,0.0262
2018S,WA00260,0.1562,0.6051,0.2186,0.0198
2018S,WA00286,0.1535,0.5229,0.3066,0.017
2018S,WA00261,0.1207,0.6,0.258,0.0211
2018S,WA00287,0.2196,0.5996,0.1669,0.0141
2018S,WA00262,0.1437,0.6935,0.1475,0.0154
2018S,WA00263,0.2078,0.6271,0.1434,0.0217
2018S,WA00264,0.1916,0.6252,0.1576,0.0255
2018S,WA00288,0.1772,0.5676,0.2389,0.0163
2018S,WA00289,0.1753,0.5652,0.2368,0.0228
2018S,WA00290,0.1965,0.6075,0.1788,0.017
2018S,WA00291,0.1815,0.5664,0.2382,0.0142
2018S,WA00292,0.1755,0.6714,0.1377,0.0154
2018S,WA00265,0.1534,0.6588,0.1693,0.0186
2018S,WA00266,0.1861,0.5852,0.2149,0.0138
2018S,WA00267,0.1296,0.5917,0.2601,0.0189
2018S,WA00268,0.1568,0.6138,0.1972,0.0322
2018S,WA00293,0.1519,0.5767,0.2496,0.022
2018S,WA00269,0.2879,0.5531,0.131,0.028
2018S,WA00270,0.1788,0.6102,0.19,0.0207
2018S,WA00271,0.2754,0.5379,0.1729,0.014
2018S,WA00272,0.183,0.5678,0.2342,0.015
2018S,WA00273,0.1707,0.5511,0.2499,0.0281
2018S,WA00294,0.2296,0.5969,0.1552,0.0188
2018S,WA00274,0.1933,0.5829,0.2053,0.0185
2018S,WA00275,0.1917,0.5702,0.2209,0.0173
2018S,WA00295,0.1846,0.6439,0.1573,0.0143
2018S,WA00296,0.1307,0.6828,0.1603,0.0261
2018S,WA00297,0.1531,0.5811,0.2412,0.0244
2018S,WA00276,0.269,0.5613,0.1577,0.0117
2018S,WA00298,0.2184,0.6155,0.1358,0.0304
2018S,WA00200,0.1616,0.6505,0.1813,0.0067
2018S,WA00242,0.1595,0.6419,0.1936,0.0051
2019,WA00605,0.1862,0.7156,0.0719,0.0262
2019,WA00606,0.2026,0.5491,0.2201,0.0281
2019,WA00607,0.121,0.6956,0.1655,0.0177
2019,WA00608,0.1297,0.7707,0.0761,0.0235
2019,WA00609,0.166,0.7336,0.0743,0.0258
2019,WA00279,0.1685,0.573,0.2324,0.0262
2019,WA00346,0.1405,0.7144,0.1344,0.0103
2019,WA00396,0.1738,0.6999,0.1167,0.0097
